268600,1
268536,1
268436,1
268359,1
268308,1
268298,1
268266,1
268264,1
268160,1
267981,1
267977,1
267975,1
267965,1
267961,1
267960,1
267949,1
267820,1
267705,1
267704,1
267649,1
267562,1
267528,1
267441,1
267440,1
267254,1
267163,1
266982,1
266843,1
266336,1
266212,1
266208,1
266197,1
265813,1
265692,1
265687,1
265682,1
265625,1
265550,1
265244,1
265175,1
265080,1
265025,1
264958,1
264945,1
264941,1
264740,1
264530,1
264528,1
264518,1
264515,1
264437,1
264428,1
264424,1
264416,1
264376,1
264372,1
264324,1
264306,1
264173,1
264160,1
264154,1
264130,1
264094,1
264035,1
264004,1
263929,1
263810,1
263716,1
263669,1
263662,1
263644,1
263641,1
263628,1
263618,1
263608,1
263605,1
263600,1
263549,1
263517,1
263511,1
263495,1
263333,1
263268,1
263253,1
263228,1
263216,1
263199,1
263097,1
263092,1
263090,1
263083,1
263070,1
263032,1
263014,1
263004,1
262977,1
262973,1
262948,1
262893,1
262891,1
262872,1
262800,1
262799,1
262512,1
262511,1
262356,1
262229,1
262168,1
262104,1
261488,1
261447,1
261438,1
261404,1
261398,1
261394,1
261288,1
261270,1
261253,1
261251,1
261249,1
260771,1
260768,1
260595,1
260524,1
260422,1
260410,1
260312,1
260230,1
260206,1
260151,1
260150,1
259999,1
259969,1
259918,1
259908,1
259898,1
259874,1
259765,1
259751,1
259749,1
259729,1
259703,1
259683,1
259678,1
259667,1
259629,1
259615,1
259614,1
259596,1
259594,1
259576,1
259548,1
259520,1
259507,1
259453,1
259370,1
259347,1
259340,1
259285,1
259268,1
259252,1
259201,1
259150,1
259124,1
259095,1
259087,1
259073,1
259063,1
259061,1
259060,1
259004,1
258964,1
258953,1
258945,1
258930,1
258929,1
258776,1
258732,1
258730,1
258725,1
258719,1
258693,1
258666,1
258589,1
258579,1
258547,1
258503,1
258473,1
258431,1
258382,1
258353,1
258298,1
258276,1
258115,1
257936,1
257933,1
257882,1
257827,1
257782,1
257771,1
257768,1
257752,1
257698,1
257675,1
257631,1
257627,1
257590,1
257539,1
257426,1
257019,1
256960,1
256946,1
256697,1
256587,1
256459,1
256344,1
256182,1
256178,1
256079,1
256066,1
256038,1
256030,1
255689,1
255575,1
255525,1
255520,1
255430,1
255037,1
255021,1
254966,1
254936,1
254884,1
254803,1
254754,1
254751,1
254749,1
254741,1
254732,1
254731,1
254724,1
254719,1
254575,1
254571,1
254547,1
254545,1
254541,1
254521,1
254443,1
254370,1
254358,1
254332,1
254299,1
254291,1
254264,1
254260,1
254231,1
254197,1
254177,1
254145,1
254100,1
254093,1
254082,1
254076,1
254053,1
254018,1
253928,1
253894,1
253801,1
253793,1
253789,1
253779,1
253548,1
253547,1
253545,1
253536,1
253532,1
253506,1
253495,1
253485,1
253482,1
253474,1
253366,1
253315,1
253290,1
253221,1
253185,1
253125,1
253113,1
252840,1
252836,1
252580,1
252576,1
252425,1
252221,1
252137,1
251959,1
251916,1
251905,1
251836,1
251749,1
251728,1
251634,1
251605,1
251593,1
251486,1
251326,1
251324,1
251276,1
251271,1
251204,1
251185,1
251156,1
251109,1
251053,1
251041,1
251000,1
250998,1
250997,1
250988,1
250912,1
250884,1
250830,1
250804,1
250788,1
250750,1
250732,1
250701,1
250621,1
250615,1
250438,1
250425,1
250408,1
250395,1
250344,1
250279,1
250270,1
250256,1
250252,1
250247,1
250245,1
250239,1
250234,1
250173,1
250152,1
250146,1
250127,1
250120,1
250111,1
250090,1
250089,1
250055,1
250024,1
249930,1
249929,1
249919,1
249891,1
249889,1
249797,1
249796,1
249766,1
249763,1
249748,1
249729,1
249695,1
249683,1
249549,1
249506,1
249504,1
249491,1
249486,1
249467,1
249464,1
249462,1
249399,1
249394,1
249388,1
249320,1
249262,1
249188,1
249187,1
249131,1
248971,1
248956,1
248955,1
248921,1
248914,1
248720,1
248719,1
248658,1
248655,1
248654,1
248636,1
248588,1
248572,1
248570,1
248270,1
248253,1
248245,1
248197,1
248196,1
247930,1
247915,1
247911,1
247874,1
247839,1
247805,1
247803,1
247800,1
247799,1
247798,1
247757,1
247749,1
247748,1
247731,1
247685,1
247647,1
247477,1
247458,1
247401,1
247351,1
247222,1
247052,1
246945,1
246758,1
246737,1
246709,1
246152,1
246118,1
246116,1
246113,1
246032,1
246012,1
246007,1
245876,1
245869,1
245826,1
245806,1
245803,1
245802,1
245800,1
245489,1
245445,1
245431,1
245419,1
245362,1
245359,1
245356,1
245350,1
245349,1
245254,1
245186,1
245160,1
245149,1
245127,1
245118,1
244985,1
244968,1
244947,1
244924,1
244843,1
244826,1
244816,1
244728,1
244713,1
244662,1
244557,1
244542,1
244506,1
244466,1
244451,1
244431,1
244400,1
244379,1
244377,1
244370,1
244365,1
244360,1
244345,1
244280,1
244271,1
244269,1
244267,1
244244,1
244239,1
244225,1
244164,1
244041,1
244034,1
243974,1
243955,1
243923,1
243916,1
243907,1
243875,1
243855,1
243775,1
243706,1
243697,1
243658,1
243653,1
243646,1
243640,1
243635,1
243602,1
243598,1
243562,1
243547,1
243501,1
243476,1
243453,1
243436,1
243431,1
243427,1
243404,1
243398,1
243395,1
243373,1
243366,1
243353,1
243351,1
243344,1
243337,1
243326,1
243321,1
243318,1
243286,1
243280,1
243260,1
243258,1
243256,1
243243,1
243190,1
243173,1
243155,1
243153,1
243144,1
243132,1
243126,1
243124,1
243123,1
243120,1
243119,1
243117,1
243114,1
243068,1
243034,1
242993,1
242978,1
242938,1
242837,1
242836,1
242831,1
242829,1
242772,1
242722,1
242699,1
242598,1
242423,1
242420,1
242321,1
242216,1
242212,1
242208,1
242166,1
242112,1
242038,1
242028,1
242018,1
241994,1
241960,1
241822,1
241782,1
241772,1
241765,1
241762,1
241717,1
241713,1
241581,1
241548,1
241543,1
241477,1
241367,1
241308,1
241248,1
241230,1
241213,1
241158,1
241156,1
241149,1
241070,1
240965,1
240766,1
240727,1
240688,1
240672,1
240564,1
240554,1
240520,1
240512,1
240490,1
240439,1
240416,1
240378,1
240233,1
240192,1
240183,1
240147,1
240132,1
240121,1
240107,1
240102,1
240099,1
240098,1
240029,1
240026,1
240016,1
240012,1
239881,1
239871,1
239861,1
239807,1
239789,1
239781,1
239774,1
239724,1
239720,1
239714,1
239713,1
239708,1
239667,1
239649,1
239644,1
239641,1
239636,1
239553,1
239487,1
239479,1
239470,1
239430,1
239359,1
239350,1
239344,1
239311,1
239277,1
239276,1
239272,1
239244,1
239236,1
239233,1
239212,1
239206,1
239205,1
239201,1
239198,1
239180,1
239158,1
239138,1
239127,1
239125,1
239106,1
239100,1
239088,1
239082,1
239013,1
239000,1
238976,1
238936,1
238922,1
238901,1
238885,1
238850,1
238817,1
238769,1
238747,1
238741,1
238740,1
238737,1
238736,1
238729,1
238721,1
238711,1
238695,1
238688,1
238560,1
238519,1
238509,1
238497,1
238480,1
238390,1
238282,1
238134,1
238081,1
238078,1
238067,1
238059,1
237950,1
237940,1
237934,1
237933,1
237896,1
237895,1
237875,1
237812,1
237732,1
237730,1
237729,1
237728,1
237689,1
237603,1
237403,1
237396,1
237193,1
237181,1
237180,1
237140,1
237112,1
237072,1
237034,1
237010,1
236985,1
236962,1
236954,1
236946,1
236906,1
236895,1
236881,1
236781,1
236770,1
236768,1
236757,1
236756,1
236738,1
236672,1
236671,1
236638,1
236504,1
236324,1
236283,1
236265,1
236119,1
236117,1
235581,1
235565,1
235512,1
235509,1
235499,1
235463,1
235054,1
234993,1
234953,1
234828,1
234823,1
234811,1
234718,1
234623,1
234381,1
234339,1
234251,1
234237,1
234236,1
234233,1
234228,1
234218,1
234162,1
234159,1
234147,1
234137,1
234130,1
234043,1
234014,1
234007,1
233939,1
233909,1
233883,1
233860,1
233846,1
233842,1
233838,1
233837,1
233804,1
233783,1
233756,1
233711,1
233709,1
233705,1
233701,1
233687,1
233681,1
233662,1
233626,1
233615,1
233609,1
233600,1
233548,1
233537,1
233523,1
233507,1
233506,1
233504,1
233501,1
233500,1
233439,1
233374,1
233294,1
233263,1
233262,1
233238,1
233168,1
233106,1
233027,1
233006,1
232964,1
232960,1
232954,1
232876,1
232828,1
232760,1
232752,1
232749,1
232735,1
232730,1
232705,1
232697,1
232691,1
232690,1
232689,1
232638,1
232422,1
232404,1
232365,1
232311,1
232305,1
232300,1
232296,1
232264,1
232260,1
232256,1
232202,1
232193,1
232015,1
232007,1
232002,1
231980,1
231724,1
231702,1
231576,1
231358,1
231303,1
231243,1
231218,1
231125,1
231102,1
231064,1
231012,1
230964,1
230822,1
230802,1
230669,1
230665,1
230545,1
230517,1
230516,1
230515,1
230374,1
230314,1
230286,1
230281,1
230271,1
230266,1
230252,1
230244,1
230220,1
230082,1
230057,1
230052,1
230041,1
230036,1
229972,1
229971,1
229964,1
229938,1
229899,1
229815,1
229805,1
229757,1
229733,1
229711,1
229674,1
229665,1
229664,1
229663,1
229657,1
229651,1
229630,1
229538,1
229523,1
229521,1
229514,1
229429,1
229413,1
229409,1
229363,1
229325,1
229257,1
229218,1
229210,1
229205,1
229203,1
229201,1
229194,1
229171,1
229158,1
229127,1
229122,1
229121,1
229113,1
229112,1
229106,1
229089,1
229061,1
229060,1
229051,1
229050,1
229049,1
229048,1
229047,1
229046,1
229044,1
229043,1
229042,1
229041,1
229040,1
229039,1
229028,1
229026,1
229016,1
229009,1
229008,1
228991,1
228936,1
228926,1
228919,1
228917,1
228912,1
228907,1
228888,1
228877,1
228874,1
228873,1
228838,1
228837,1
228795,1
228794,1
228793,1
228778,1
228766,1
228675,1
228674,1
228667,1
228640,1
228621,1
228525,1
228487,1
228413,1
228390,1
228389,1
228388,1
228387,1
228385,1
228369,1
228367,1
228304,1
228203,1
228202,1
228163,1
228135,1
228114,1
228108,1
228061,1
228060,1
228049,1
228033,1
228031,1
227951,1
227877,1
227838,1
227836,1
227773,1
227762,1
227752,1
227477,1
227463,1
227383,1
227350,1
227296,1
227294,1
227222,1
227166,1
227012,1
226990,1
226783,1
226778,1
226676,1
226637,1
226507,1
226313,1
226124,1
225948,1
225848,1
225782,1
225526,1
225522,1
225518,1
225503,1
225412,1
225372,1
225370,1
225331,1
225295,1
225289,1
225279,1
225270,1
225265,1
225258,1
225252,1
225246,1
225238,1
225234,1
225174,1
225164,1
225155,1
225154,1
225046,1
224944,1
224943,1
224882,1
224777,1
224712,1
224600,1
224587,1
224570,1
224538,1
224531,1
224518,1
224458,1
224447,1
224379,1
224367,1
224282,1
