Mapsko Builders Pvt. Ltd.,999,06AADCM5296L1Z0,AADCM5296L,"MAPSKO BUILDERS PRIVATE LIMITED,, MAPSKO GARDEN ESTATE, SECTOR 26-27,, SECTOR 26-27, Sonipat, Haryana, 131001.","MAPSKO BUILDERS PRIVATE LIMITED,, MAPSKO GARDEN ESTATE, SECTOR 26-27,, SECTOR 26-27, Sonipat, Haryana, 131001.",998314,Haryana
Audumbar Homes LLP,1163,27ABQFA4484M1ZP,ABQFA4484M,"Shop No- 1&2, Vinayak Arcade,, Mumbai- Pune Highway, Opp Bajaj Auto Akurdi,, Pune - 411035","Shop No- 1&2, Vinayak Arcade,, Mumbai- Pune Highway, Opp Bajaj Auto Akurdi,, Pune - 411035",998314,Maharashtra
Vihang infrastructure Private Limited,1160,27AACCV9897P1Z1,AACCV9897P,"12th floor, 1201 & 1202, Vihang Group of Companies,, Dev Corpora, Eastern Express Highway,, Cadbury Junction, Khopat, Thane,, Maharashtra- 400601.","12th floor, 1201 & 1202, Vihang Group of Companies,, Dev Corpora, Eastern Express Highway,, Cadbury Junction, Khopat, Thane,, Maharashtra- 400601.",998314,Maharashtra
Mohankheda Properties,1155,27ABKPR5394M2ZP,ABKPR5394M,"Survey No.38, Hissa No.30, Shahad Village,, Shahad Mohane Road,Near Hariya collega,, Shahad:- 421103.","Survey No.38, Hissa No.30, Shahad Village,, Shahad Mohane Road,Near Hariya collega,, Shahad:- 421103.",998314,Maharashtra
Arham Corporation,1345,27AFMPJ3264Q1ZR,AFMPJ3264Q,"Office No B, 2Nd Floor, Shrirang House,, Jangli Maharaj Road, Shivajinagar,, Pune, Maharashtra, 411005.","Office No B, 2Nd Floor, Shrirang House,, Jangli Maharaj Road, Shivajinagar,, Pune, Maharashtra, 411005.",998314,Maharashtra
Aakruthi Properties,802,Unregistered,ABQFA5639L,"RainTree Plaza, #227, 4th Floor, 10th Main, 100 Feet Rd,, HRBR Layout 1st Block, Kalyan Nagar Bengaluru-560043, Karnataka.","RainTree Plaza, #227, 4th Floor, 10th Main, 100 Feet Rd,, HRBR Layout 1st Block, Kalyan Nagar Bengaluru-560043, Karnataka.",998314,Karnataka
Nava Nakshatra Homes Private Limited,1217,29AACCN8003H1ZI,AACCN8003H,"1697/36, 1St Floor, Golden House,, Dr Rajkumar Road, Prakash Nagar,, Bengaluru Urban, Karnataka,, 560021.","1697/36, 1St Floor, Golden House,, Dr Rajkumar Road, Prakash Nagar,, Bengaluru Urban, Karnataka,, 560021.",998314,Karnataka
Shree Gajanand Developers,1329,27ADZFS7242J1Z6,ADZFS7242J,"Shop No. 16, Plot No. 20, Greenland Chs Ltd, Sector 40, Nerul, Navi Mumbai, Thane","Shop No. 16, Plot No. 20, Greenland Chs Ltd, Sector 40, Nerul, Navi Mumbai, Thane",998314,Maharashtra
Neelkanth Properties,1336,27AAIFN1820F1ZJ,AAIFN1820F,"Sector-40,, F-408,Tower-02, Plot No.R-1, Seawoods, Navi Mumbai, Thane, Maharashtra, 400706","Sector-40,, F-408,Tower-02, Plot No.R-1, Seawoods, Navi Mumbai, Thane, Maharashtra, 400706",998314,Maharashtra
Nice Builders,1204,27AAPFN2812E1ZC,AAPFN2812E,"S. No. 184, H.No.2A-2B, Global Village,, Mumbra Panvel Road, Shil, Thane,, Maharashtra, 400612","S. No. 184, H.No.2A-2B, Global Village,, Mumbra Panvel Road, Shil, Thane,, Maharashtra, 400612",998314,Maharashtra
Ramdas Daval Gadekar,1353,Unregistered,AEMPG7419M,A 802 Twin Towers Tirupati Nagar Virar W,A 802 Twin Towers Tirupati Nagar Virar W,998314,Maharashtra
Bhartiya Urban Private Limited,1052,29AAACZ3571A1ZF,AAACZ3571A,"No. 1/5, Palace Road, Bengaluru,, Bengaluru Urban, Karnataka, 560001","No. 1/5, Palace Road, Bengaluru,, Bengaluru Urban, Karnataka, 560001",998314,Karnataka
Nirlon Housing India Private Limited,1258,27AAICP0879K1ZV,AAICP0879K,"001, Nirlon Housing, Behind Madhav Building,, Opp. Kamla Park, Mahim Road,, Palghar West, Palghar,, Maharashtra, 401404.","001, Nirlon Housing, Behind Madhav Building,, Opp. Kamla Park, Mahim Road,, Palghar West, Palghar,, Maharashtra, 401404.",998314,Maharashtra
S y s Properties Llp,1172,06ADFFS0207H1ZG,ADFFS0207H,"585, Main Golf Course Road, Sector-43,, Main Golf Course Road, Sector-43,, Gurugram, Haryana, 122002.","585, Main Golf Course Road, Sector-43,, Main Golf Course Road, Sector-43,, Gurugram, Haryana, 122002.",998314,Haryana
Shree Hari Enterprises,1416,Unregistered,AQEPC9302K,Navi Mumbai,Navi Mumbai,998314,Maharashtra
Omkar Builders,769,Unregistered,AAEFO0733C,"113, Veena Industrial Estate, Nr Monginis Factory,, New Link Road, Andheri (W), Mumbai","113, Veena Industrial Estate, Nr Monginis Factory,, New Link Road, Andheri (W), Mumbai",998314,Maharashtra
Saniket Infracon LLP,1323,27AEGFS9773J1Z7,AEGFS9773J,"101 Saniket House , lane no 6,, Erandwane Pune 411041.","101 Saniket House , lane no 6,, Erandwane Pune 411041.",998314,Maharashtra
Goyal Hariyana Constructions,1200,29AACFO2916R1ZO,AACFO2916R,"206,, 84, 2Nd Floor, Barton Centre,, M. G. Road, Bangalore, Bengaluru Urban, Karnataka, 560001","206,, 84, 2Nd Floor, Barton Centre,, M. G. Road, Bangalore, Bengaluru Urban, Karnataka, 560001",998314,Karnataka
Sharp Developers,1325,27ADXFS8705Q1ZS,ADXFS8705Q,"Ground Floor Shreenath Bhavan,, 60  Ft Road Vasai West,, Palghar Maharastra,, 401202.","Ground Floor Shreenath Bhavan,, 60  Ft Road Vasai West,, Palghar Maharastra,, 401202.",998314,Maharashtra
Orris Infrastructure Private Limited,1259,06AAACO8494P1ZN,AAACO8494P,"Sector 83, Khirkhi Daula, Nh8 Gurgaon, Gurugram, Haryana, 122001","Sector 83, Khirkhi Daula, Nh8 Gurgaon, Gurugram, Haryana, 122001",998314,Haryana
G S Associates,1293,27APAPP4941E2ZY,APAPP4941E,"Survey No 153/1/2/3 138/1,139/1, 1St, Jaravari G,, Above Punjab National Bank, Pimple Saudagar,, Pune, Maharashtra, 411027.","Survey No 153/1/2/3 138/1,139/1, 1St, Jaravari G,, Above Punjab National Bank, Pimple Saudagar,, Pune, Maharashtra, 411027.",998314,Maharashtra
Suyog City Developers,1113,27ABCFS8950N1ZG,ABCFS8950N,"Plot No 4, Mitra Mangal Co-Op Hsg Society,, Opp Marathon Bhavan, Parvati, Pune,, Maharashtra, 411009","Plot No 4, Mitra Mangal Co-Op Hsg Society,, Opp Marathon Bhavan, Parvati, Pune,, Maharashtra, 411009",998314,Maharashtra
Fantasy Buildwell Pvt Ltd,1170,06AAACF8350K1ZJ,AAACF8350K,"Tower-B, 11th Floor, Paras Twin Towers,, Sector-54, Gurgaon East, Gurugram,, Haryana, 122002.","Tower-B, 11th Floor, Paras Twin Towers,, Sector-54, Gurgaon East, Gurugram,, Haryana, 122002.",998314,Haryana
Yhataw Real Estate Facilitators Private Limited,1175,06AARCS6929A1Z5,AARCS6929A,"D-111, In Pioneer Urban Square Ar Golf Course Extn Road,, Sector-62, Gurgaon, Gurugram, Haryana, 122413","D-111, In Pioneer Urban Square Ar Golf Course Extn Road,, Sector-62, Gurgaon, Gurugram, Haryana, 122413",998314,Haryana
Parinee Realtors Private Limited,1222,27AAFCP5837N2ZR,AAFCP5837N,"102/103 Smag House, 1St Floor, Plot No. 157-A,, Sarojini Road Extn., Opp. Darshana Apt.,, Vile Parle West, Mumbai - 400 056.","102/103 Smag House, 1St Floor, Plot No. 157-A,, Sarojini Road Extn., Opp. Darshana Apt.,, Vile Parle West, Mumbai - 400 056.",998314,Maharashtra
Relationship Properties Pvt Ltd,1060,29AADCR8947D1Z0,AADCR8947D,"#1/1, Binny mill Road,, Binnypet,Bengaluru Karnataka 560023.","#1/1, Binny mill Road,, Binnypet,Bengaluru Karnataka 560023.",998314,Karnataka
Hasmukh Karia - SV,418,Unregistered,ABEPS9992A,"Shop No . 3 , Sahar Road, Oppo. Vijay Nagar Society,, Andheri East Mumbai 400069","Shop No . 3 , Sahar Road, Oppo. Vijay Nagar Society,, Andheri East Mumbai 400069",998314,Maharashtra
Platinum builders and Developers,1091,27ABAFP7478G1ZV,ABAFP7478G,"36P, Cts No 5864, 3 Floor, Office No 4, Msr Capital, Opp City International School, Pune,, Pune, Maharashtra, 411018","36P, Cts No 5864, 3 Floor, Office No 4, Msr Capital, Opp City International School, Pune,, Pune, Maharashtra, 411018",998314,Maharashtra
A Peace Projects LLP,1225,29AAZFA6692B1ZV,AAZFA6692B,"No. 10/1, 1st Floor, 60ft Road,, Kempegowda Layout,, Prashanthnagar,, Bengaluru - 560079.","No. 10/1, 1st Floor, 60ft Road,, Kempegowda Layout,, Prashanthnagar,, Bengaluru - 560079.",998314,Karnataka
Satya Developers,1395,27ACJFS4807J1ZR,ACJFS4807J,"1104, 11, The Legend, Plot No - 37/38, Sector - 19, Kharghar, Raigad, Maharashtra, 410210","1104, 11, The Legend, Plot No - 37/38, Sector - 19, Kharghar, Raigad, Maharashtra, 410210",998314,Maharashtra
Glider Buildcon Realtors Priavte Limited,1164,27AAGCG0288B1ZU,AAGCG0288B,"8th Floor, Piramal Tower, Ganpatrao Kadam Marg,, Lower Parel, Mumbai, Maharashtra,, 400013.","8th Floor, Piramal Tower, Ganpatrao Kadam Marg,, Lower Parel, Mumbai, Maharashtra,, 400013.",998314,Maharashtra
Shirvawala Estate Developers LLP,1088,27ADDFS3688N1ZA,ADDFS3688N,"Shop No 2, Plot No 32, Sector 17,, Nerul, Navi Mumbai, Thane, Maharashtra, 400706","Shop No 2, Plot No 32, Sector 17,, Nerul, Navi Mumbai, Thane, Maharashtra, 400706",998314,Maharashtra
Dhariwal Developers (India) Private Limited,1393,27AADCD5779K1Z3,AADCD5779K,"216/1724, Motilal Nagar No.1, 6Th Road,, Goregaon West, Mumbai Suburban, Maharashtra, 400104","216/1724, Motilal Nagar No.1, 6Th Road,, Goregaon West, Mumbai Suburban, Maharashtra, 400104",998314,Maharashtra
Prime Infradevelopers Pvt. Ltd.,1328,06AAFCP2702C1Z1,AAFCP2702C,"Sector-99A, Dhankot, Gurgaon,, Gurugram, Haryana,, 122001.","Sector-99A, Dhankot, Gurgaon,, Gurugram, Haryana,, 122001.",998314,Haryana
Lavish Buildmart Private Limited,1230,06AABCL3285G1ZL,AABCL3285G,"North Block, 6Th Floor, M3M Tee Point, Sector-65, Gurugram,, Haryana, 122101","North Block, 6Th Floor, M3M Tee Point, Sector-65, Gurugram,, Haryana, 122101",998314,Haryana
Privilege Projects,1187,29AASFP0230D1ZD,AASFP0230D,"36/1, 36/3 & 40/2, Sonnanayakanahalli Village Manchapanahlly, Malur Road Bengaluru, Karnataka - 562122.","36/1, 36/3 & 40/2, Sonnanayakanahalli Village Manchapanahlly, Malur Road Bengaluru, Karnataka - 562122.",998314,Karnataka
Progressive Homes,1184,27AAHFP5228J1ZZ,AAHFP5228J,"707, 7TH, Devavrata Society, Plot No.83,, Sector-17, Vashi,Navi Mumbai,, Thane, Maharashtra, 400703.","707, 7TH, Devavrata Society, Plot No.83,, Sector-17, Vashi,Navi Mumbai,, Thane, Maharashtra, 400703.",998314,Maharashtra
Purple Constructions,1130,29AANFP3406C1ZC,AANFP3406C,"Ground Floor,007, Comfort Enclave,, 1st Cross Ganga Nagar Layout,, Bangalore, Bengaluru(Bangalore) Urban,, Karnataka, 560032.","Ground Floor,007, Comfort Enclave,, 1st Cross Ganga Nagar Layout,, Bangalore, Bengaluru(Bangalore) Urban,, Karnataka, 560032.",998314,Karnataka
Pyramid Infratech Co,1246,27AAMFP8951D1ZV,AAMFP8951D,"Plot No-X-21, Pyramid Elements, Ttc Industrial Area,, Digha Navi-Mumbai, Thane, Maharashtra, 400708","Plot No-X-21, Pyramid Elements, Ttc Industrial Area,, Digha Navi-Mumbai, Thane, Maharashtra, 400708",998314,Maharashtra
Raheja Developers Limited,1179,06AAACR0468E1ZP,AAACR0468E,"TOWER A, IMT, MANESAR, GURGOAN,, Gurugram, Haryana, 122050.","TOWER A, IMT, MANESAR, GURGOAN,, Gurugram, Haryana, 122050.",998314,Haryana
Westbury Hospitality Private Limited,1050,29AAACW5838P1ZH,AAACW5838P,"Chikkabelandur Village, Varthur Hobli,, Bangalore, Bengaluru Urban, Karnataka, 560087","Chikkabelandur Village, Varthur Hobli,, Bangalore, Bengaluru Urban, Karnataka, 560087",998314,Karnataka
Regal Developers,1261,27AAWFR0073Q1ZB,AAWFR0073Q,"Surve No 109 31 Office No 1, First Floor Vijay Nagar,, Sai Vihar Apartment, Near Lucky Bakery,, Kalewadi Pimpri, Pune, Maharashtra,, 411017.","Surve No 109 31 Office No 1, First Floor Vijay Nagar,, Sai Vihar Apartment, Near Lucky Bakery,, Kalewadi Pimpri, Pune, Maharashtra,, 411017.",998314,Maharashtra
Riddhi Siddhi Investment,683,Unregistered,AAMFR6749P,"Ground Floor, Moderna House, DGP House Complex,, 88-C old Prabhadevi Road, Prabhadevi Mumbai.","Ground Floor, Moderna House, DGP House Complex,, 88-C old Prabhadevi Road, Prabhadevi Mumbai.",998314,Maharashtra
Capital Solutions,1118,27AALFC0461C1ZU,AALFC0461C,"102, Sector 19, Mahavir Heritage,, Navi Mumbai, Airoli, Thane, Maharashtra, 400708","102, Sector 19, Mahavir Heritage,, Navi Mumbai, Airoli, Thane, Maharashtra, 400708",998314,Maharashtra
Ruchira Projects,1143,29AAUFR8827L1Z1,AAUFR8827L,"#56/2, Kariyamariamma Temple Road,, next to Post Office Road, Whitefield,, Bengaluru.","#56/2, Kariyamariamma Temple Road,, next to Post Office Road, Whitefield,, Bengaluru.",998314,Karnataka
Sai Buildcon - Pune,1238,27ADSFS6729H1ZC,ADSFS6729H,"S. No 51, Sai Buildcon,, Nr. Ranwade Narsary,, Punawale, Pune,, Maharashtra, 411033.","S. No 51, Sai Buildcon,, Nr. Ranwade Narsary,, Punawale, Pune,, Maharashtra, 411033.",998314,Maharashtra
Sairaj Developers,1157,27ABWFS2139P1Z7,ABWFS2139P,"A-104, 1St Floor, Krishna Regency,, Shahad, Kalyan, Thane, Maharashtra, 421301","A-104, 1St Floor, Krishna Regency,, Shahad, Kalyan, Thane, Maharashtra, 421301",998314,Maharashtra
Anand Associates,1103,27AAPFM0496D1Z3,AAPFM0496D,"B/103,, First Floor, Oxford Chambers,, Saki Vihar Road, Andheri-East,, Mumbai Suburban, Maharashtra,, 400072.","B/103,, First Floor, Oxford Chambers,, Saki Vihar Road, Andheri-East,, Mumbai Suburban, Maharashtra,, 400072.",998314,Maharashtra
A to Z property solutions,791,Unregistered,ABVFA9149E,"Office no 8, Jai Vijay nagar, opp seven eleven academy Naigaon east","Office no 8, Jai Vijay nagar, opp seven eleven academy Naigaon east",998314,Maharashtra
Fortune rpj developers,1363,27AADFF5410E1ZW,AADFF5410E,"First Floor, Opp Jain Mandir, Rathod Bhavan, Tembhi Naka, Near Civil Hospital, Thane, Maharashtra, 400601","First Floor, Opp Jain Mandir, Rathod Bhavan, Tembhi Naka, Near Civil Hospital, Thane, Maharashtra, 400601",998314,Maharashtra
Kailash Construction Company,1333,27AAWPB2830K1ZH,AAWPB2830K,"Kailash Building, Nr Devlok Society, Phule Road,, Bhoirwadi, Dombivali, Thane, Maharashtra, 421202","Kailash Building, Nr Devlok Society, Phule Road,, Bhoirwadi, Dombivali, Thane, Maharashtra, 421202",998314,Maharashtra
RRB Realtors Private Limited,1094,27AADCR3964L2ZV,AADCR3964L,"Unit No L 95, Ground Floor, Prime Mall,, Irla Society Road, Vileparle West, Mumbai,, Maharashtra, 400056","Unit No L 95, Ground Floor, Prime Mall,, Irla Society Road, Vileparle West, Mumbai,, Maharashtra, 400056",998314,Maharashtra
Samarth Sai Builders & Developers,1096,27ACBFS0635A1ZO,ACBFS0635A,"Survey no.33/11, Behind 50-50 Dhaba,, Opp.Essar Petrol Pump, Haji Malang Road,, Pisavali, Kalyan East:- 421306.","Survey no.33/11, Behind 50-50 Dhaba,, Opp.Essar Petrol Pump, Haji Malang Road,, Pisavali, Kalyan East:- 421306.",998314,Maharashtra
Sai Promoters,579,27ADYFS6458B1ZG,ADYFS6458B,"S.No. 38/1, Koyatewasti,
, Punawale, Pune, Maharashtra","S.No. 38/1, Koyatewasti,
, Punawale, Pune, Maharashtra",998314,Maharashtra
Shiv Infra,1159,27ADQFS7241A1ZZ,ADQFS7241A,"Shop No 60, Mahalaxmi Mall Plot No 08/8B,, Sector 35, Kamothe, Navi Mumbai, Raigad,, Maharashtra, 410209.","Shop No 60, Mahalaxmi Mall Plot No 08/8B,, Sector 35, Kamothe, Navi Mumbai, Raigad,, Maharashtra, 410209.",998314,Maharashtra
V3 Partners,1030,27AAHFV8616J1ZN,AAHFV8616J,"2001, Siddhivinayak Tower, C S Road,, Anand Nagar, Dahisar East, Mumbai Suburban,, Maharashtra, 400068","2001, Siddhivinayak Tower, C S Road,, Anand Nagar, Dahisar East, Mumbai Suburban,, Maharashtra, 400068",998314,Maharashtra
Padmagriha Heights,1074,27AAPFP3414N1ZR,AAPFP3414N,"Ground Floor, Manisha Heights Commercial,, Bina Silk Mill Compound, B.R. Road, Mulund, West, Thane, Maharashtra, 400080","Ground Floor, Manisha Heights Commercial,, Bina Silk Mill Compound, B.R. Road, Mulund, West, Thane, Maharashtra, 400080",998314,Maharashtra
Shravanthi Shelters,1310,29AAUFS0739A1Z0,AAUFS0739A,"No 290/41,10Th Main,38Th Cross,,, 5Th Block,, Jayanagar,, Bengaluru Urban, Karnataka, 560011","No 290/41,10Th Main,38Th Cross,,, 5Th Block,, Jayanagar,, Bengaluru Urban, Karnataka, 560011",998314,Karnataka
Raj Laxmi Developers,1111,27AATFR3908D1ZZ,AATFR3908D,"Shop - 21, Shreeji Center, Ghorpade Chowk, Katrap, Badlapur East, Thane, Maharashtra, 421503","Shop - 21, Shreeji Center, Ghorpade Chowk, Katrap, Badlapur East, Thane, Maharashtra, 421503",998314,Maharashtra
Viman Nagar Shubh Ventures LLP,1371,27AATFV4712D1ZZ,AATFV4712D,"M2/14 Sr No 10/14, Office No 1 Nisarg Housing Society,, Opposite Golf Course, Yerwada, Pune,, Maharashtra, 411006.","M2/14 Sr No 10/14, Office No 1 Nisarg Housing Society,, Opposite Golf Course, Yerwada, Pune,, Maharashtra, 411006.",998314,Maharashtra
Kiran creators & developers,1087,27AEJPN3743G1ZD,AEJPN3743G,"Block No 2/34/4, Ground Floor, Saikrupa,, Prabhat Road, Erandwane, Pune, Maharashtra, 411004","Block No 2/34/4, Ground Floor, Saikrupa,, Prabhat Road, Erandwane, Pune, Maharashtra, 411004",998314,Maharashtra
Signature global Homes Pvt Ltd,1211,06AABCJ9888R1ZF,AABCJ9888R,"Ground Floor, Tower A, Signature Tower,, South City-1, Gurugram,, Haryana, 122001.","Ground Floor, Tower A, Signature Tower,, South City-1, Gurugram,, Haryana, 122001.",998314,Haryana
Sanghvi Premises Private Limited,1273,27AAACL0598D3ZK,AAACL0598D,"403, 401A, 4, Rangoli Time Complex,, Dr. Ba Road, Parel, Mumbai,, Maharashtra, 400012.","403, 401A, 4, Rangoli Time Complex,, Dr. Ba Road, Parel, Mumbai,, Maharashtra, 400012.",998314,Maharashtra
SLV Developers Private Limited,1097,29AATCS3798R1ZR,AATCS3798R,"180, Vidyaranyapura, NTI Layout,, Behind SBI Bank, Bangalore 560097.","180, Vidyaranyapura, NTI Layout,, Behind SBI Bank, Bangalore 560097.",998314,Karnataka
Suposhaa Realcon Private Limited,958,06AAXCS0101L1Z8,AAXCS0101L,"Unit No. Sb/C/2L/Office/017A, M3M Urbana,, Sector-67, Gurugram Manesar Urban Complex,, Gurugram, Haryana, 122102","Unit No. Sb/C/2L/Office/017A, M3M Urbana,, Sector-67, Gurugram Manesar Urban Complex,, Gurugram, Haryana, 122102",998314,Haryana
SNR Square Pvt Ltd,1270,29AAUCS3879G1ZF,AAUCS3879G,"Lakshmi Arcade, No. 484, 1st Floor, 17th Cross,, 27th Main, HSR Layout, 2nd Sector,, Bangalore - 560102.","Lakshmi Arcade, No. 484, 1st Floor, 17th Cross,, 27th Main, HSR Layout, 2nd Sector,, Bangalore - 560102.",998314,Karnataka
APG Imperial Homes Pvt Ltd,1422,29AAOCA0369D1ZM,AAOCA0369D,"No.30, Third Floor, Assetz House, Crescent Road,, Bengaluru, Bengaluru Urban, Karnataka, 560001","No.30, Third Floor, Assetz House, Crescent Road,, Bengaluru, Bengaluru Urban, Karnataka, 560001",998314,Karnataka
Riseonic Realty Private Limited,1368,06AAKCR0268A2ZO,AAKCR0268A,"Unit No 611, Tower A 6Th Floor, Urban Square, Pioneer Urban Square, Gurugram, Gurugram, Haryana, 122101","Unit No 611, Tower A 6Th Floor, Urban Square, Pioneer Urban Square, Gurugram, Gurugram, Haryana, 122101",998314,Haryana
Dhanashri Construction,1137,27AAEFD4519R3ZW,AAEFD4519R,"Shop No 11 B, Sonigara Park,, Tathawade Road, Laxmitara Dange Chowk,, Mulshi, Pune, Maharashtra, 411033.","Shop No 11 B, Sonigara Park,, Tathawade Road, Laxmitara Dange Chowk,, Mulshi, Pune, Maharashtra, 411033.",998314,Maharashtra
Ami Estates Llp,1376,27AAVFA6827C1Z8,AAVFA6827C,"13-A,, Ground Floor,, Surya Kiran Bldg, Behind Tejpal Auditorium,, August Kranti Maidan, Mumbai Suburban, Maharashtra, 400036","13-A,, Ground Floor,, Surya Kiran Bldg, Behind Tejpal Auditorium,, August Kranti Maidan, Mumbai Suburban, Maharashtra, 400036",998314,Maharashtra
Sheth Realty Splendour Greens Llp,1394,27ABSFS1072R1Z9,ABSFS1072R,"S No. 26/13, D P No. 373, Office No. 202, Lane No. 7 Koregaon Park, Pune","S No. 26/13, D P No. 373, Office No. 202, Lane No. 7 Koregaon Park, Pune",998314,Maharashtra
Ani Anu Developers Private Limited,1134,27AACCA5917B1Z2,AACCA5917B,"Temp A2 To A5 1067, Opposite Chancholi Bunder Road,, Malad West, Mumbai, Maharashtra, 400064","Temp A2 To A5 1067, Opposite Chancholi Bunder Road,, Malad West, Mumbai, Maharashtra, 400064",998314,Maharashtra
SLV Housing Development Corporation,1131,Unregistered,ABAFS5822P,"No.1, Sri Krishna Mansion, Chunchgatta Main Rd,, New Bank Colony, Konanakunte, Bengaluru,, Karnataka 560062.","No.1, Sri Krishna Mansion, Chunchgatta Main Rd,, New Bank Colony, Konanakunte, Bengaluru,, Karnataka 560062.",998314,Karnataka
Eversmile Properties Pvt. Ltd.,150,27AAACE1576C2ZY,AAACE1576C,"75 Sector 1, Srishti Housing Complex,, Penkarpada Mira Rd, Thane, Mumbai,, Maharashtra, 401104.","75 Sector 1, Srishti Housing Complex,, Penkarpada Mira Rd, Thane, Mumbai,, Maharashtra, 401104.",998314,Maharashtra
Star builders & Developers,1307,27ABHFS8448N1ZA,ABHFS8448N,"102, Star Era, Tirupati Nagar Phase - 1,, Virar West, Tal-Vasai,, Dist-Palghar 401303.","102, Star Era, Tirupati Nagar Phase - 1,, Virar West, Tal-Vasai,, Dist-Palghar 401303.",998314,Maharashtra
Maa Homes And Estates Private Limited,1341,29AAOCM6607J1ZW,AAOCM6607J,"No.252, 14Th Main, Hsr Layout, Sector 7, Bangalore, Bengaluru Urban","No.252, 14Th Main, Hsr Layout, Sector 7, Bangalore, Bengaluru Urban",998314,Karnataka
Namdev Construction Private Limited,1207,06AAECN4892N1ZU,AAECN4892N,"224, 2Nd Floor, Suncity Business Tower,, Golf Course Road,, Sector-54, Gurgaon,, Gurugram, Haryana, 122002.","224, 2Nd Floor, Suncity Business Tower,, Golf Course Road,, Sector-54, Gurgaon,, Gurugram, Haryana, 122002.",998314,Haryana
Sundew Homes,1365,29ACVFS1648H1ZF,ACVFS1648H,"29, S.N.Complex, 4th Floor,, 14th Main Road E Block Extn,, Sahakarnagar, Bangalore-560092.","29, S.N.Complex, 4th Floor,, 14th Main Road E Block Extn,, Sahakarnagar, Bangalore-560092.",998314,Karnataka
Shantee Homes Realty LLP,1277,27ACNFS5210P1ZK,ACNFS5210P,"Ground Floor Shreenath Bhavan,, 60  Ft Road Vasai West,, Palghar, Maharastra,, 401202.","Ground Floor Shreenath Bhavan,, 60  Ft Road Vasai West,, Palghar, Maharastra,, 401202.",998314,Maharashtra
Shree Swami Samarth Enterprises,1280,27ACAFS7974D1ZV,ACAFS7974D,"Survey No 133/2, Behind Tharwani Ariana, Near Wadavli,, Ambernath, Thane","Survey No 133/2, Behind Tharwani Ariana, Near Wadavli,, Ambernath, Thane",998314,Maharashtra
Basant Projects Limited,1216,07AABCB8143M1ZH,AABCB8143M,"G3, Ground Floor, Aggarwal Corporate Tower,, 23, Rajendra Place, North West Delhi,, Delhi, 110008.","G3, Ground Floor, Aggarwal Corporate Tower,, 23, Rajendra Place, North West Delhi,, Delhi, 110008.",998314,Delhi
Spaceindia Nest Private Limited,1387,27ABBCS3826R1ZQ,ABBCS3826R,"S.No. 13, Sh.No. 201, Ii Nd Floor,, Sanskruti Housing,, Bhumkar Chowk, Wakad, Pune, Maharashtra, 411057","S.No. 13, Sh.No. 201, Ii Nd Floor,, Sanskruti Housing,, Bhumkar Chowk, Wakad, Pune, Maharashtra, 411057",998314,Maharashtra
Raveshia Realtors,1120,27AAMFR1363F1Z5,AAMFR1363F,"Plot No 130, 11Th Floor, Casablanca,, Off Lane Of Sujay Hospital, Vile Parle West,, Mumbai, Mumbai Suburban, Maharashtra, 400049","Plot No 130, 11Th Floor, Casablanca,, Off Lane Of Sujay Hospital, Vile Parle West,, Mumbai, Mumbai Suburban, Maharashtra, 400049",998314,Maharashtra
Real One Homestates Private Limited,1338,06AAGCR4341A1ZV,AAGCR4341A,"415, 4Th Floor, Vipul Trade Centre, Sohna Road, Gurgaon, Haryana,, Gurugram, Haryana, 122002","415, 4Th Floor, Vipul Trade Centre, Sohna Road, Gurgaon, Haryana,, Gurugram, Haryana, 122002",998314,Haryana
Home Search,1331,27AWVPM3961H1ZV,AWVPM3961H,"L G 5, Lower Ground, Siddhivinayak Tower,, Machhi Market, Kulgaon, Badlapur E,, Thane, Maharashtra, 421503.","L G 5, Lower Ground, Siddhivinayak Tower,, Machhi Market, Kulgaon, Badlapur E,, Thane, Maharashtra, 421503.",998314,Maharashtra
Trinity Builders,1245,27AAJFT7287K1ZC,AAJFT7287K,"102, Chadda Crescent, Sector- 17, Vashi,, Navi Mumbai, Thane, Maharashtra, 400703","102, Chadda Crescent, Sector- 17, Vashi,, Navi Mumbai, Thane, Maharashtra, 400703",998314,Maharashtra
Propsure,1263,Unregistered,AAEPV7253N,"Shop No. 1, Cross Road market,, Sec 69, Gurgaon - 122018.","Shop No. 1, Cross Road market,, Sec 69, Gurgaon - 122018.",998314,Haryana
Damodar Suruchi Developers Private Limited,1295,27AAICD5545L1Z8,AAICD5545L,"8, Abhishek Premises,C-5, Dalia Industrial Estate, Andheri Link Road, Mumbai","8, Abhishek Premises,C-5, Dalia Industrial Estate, Andheri Link Road, Mumbai",998314,Maharashtra
Upkar Shelters,951,Unregistered,AACFU7324B,"No. 28, 9th Cross, Off R.V. Road, II Block, Jayanagar, Bangalore - 560011","No. 28, 9th Cross, Off R.V. Road, II Block, Jayanagar, Bangalore - 560011",998314,Karnataka
Jayant Enterprises,1125,27AAPFJ6830L1ZR,AAPFJ6830L,"Shop No 2, Ground Floor, Jayant Kripa,, Dive Village, Airoli, Thane,, Maharashtra, 400708","Shop No 2, Ground Floor, Jayant Kripa,, Dive Village, Airoli, Thane,, Maharashtra, 400708",998314,Maharashtra
