Story Transaction Id,Top Up Dropdown,Edited Remarks
1355,Others,Recharged based on approval
1354,Others,Recharged Based On Approval
1353,First Wallet Recharge,
1352,Others,Recharged Based On Approval
1351,Others,Recharged based on approval
1350,First Wallet Recharge,
1349,First Wallet Recharge,
1348,First Wallet Recharge,
1347,First Wallet Recharge,
1346,Others,Recharged based on approval
1345,First Wallet Recharge,
1344,Others,Recharged based on approval
1343,First Wallet Recharge,
1342,First Wallet Recharge,
1341,First Wallet Recharge,
1340,First Wallet Recharge,
1339,First Wallet Recharge,
1338,Others,Recharged based on approval
1337,Others,Recharged based on approval
1336,First Wallet Recharge,
1335,Others,Recharged Based On Approval
1334,First Wallet Recharge,
1333,Others,Recharged based on approval
1332,First Wallet Recharge,
1331,Others,Recharged based on approval
1330,First Wallet Recharge,
1329,First Wallet Recharge,
1328,Others,Recharged based on approval
1327,Others,Recharged based on approval
1326,First Wallet Recharge,
1325,Others,Recharged Based On Approval
1324,Others,Recharged based on approval
1323,First Wallet Recharge,
1322,Others,Recharged based on approval
1321,First Wallet Recharge,
1320,First Wallet Recharge,
1319,First Wallet Recharge,
1318,Others,Recharged based on approval
1317,First Wallet Recharge,
1316,Others,Recharged based on approval
1315,First Wallet Recharge,
1314,First Wallet Recharge,
1313,Others,Recharged based on approval
1312,First Wallet Recharge,
1311,Others,Recharged based on approval
1310,First Wallet Recharge,
1309,First Wallet Recharge,
1308,Others,Recharged based on approval
1307,First Wallet Recharge,
1306,First Wallet Recharge,
1305,Others,Recharged based on approval
1304,First Wallet Recharge,
1303,Others,Recharged based on approval
1302,First Wallet Recharge,
1301,Others,Recharged based on approval
1300,First Wallet Recharge,
1299,Top-up by Developer,
1298,Others,Recharged based on approval
1297,First Wallet Recharge,
1296,First Wallet Recharge,
1295,Others,20K Transferred to NRI tower
1294,Others,Recharged based on approval
1293,First Wallet Recharge,
1292,First Wallet Recharge,
1291,Others,Recharged based on approval
1290,Others,Recharged based on approval
1289,Others,Recharged based on approval
1288,Others,Recharged based on approval
1287,First Wallet Recharge,
1286,Others,Recharged based on approval
1285,First Wallet Recharge,
1284,Others,1L transfer to Shaligram Sky
1283,Others,Recharged based on approval
1282,First Wallet Recharge,
1281,First Wallet Recharge,
1280,Others,Recharged based on approval
1279,First Wallet Recharge,
1278,Others,Recharged based on approval
1277,First Wallet Recharge,
1276,Others,Recharged based on approval
1275,First Wallet Recharge,
1274,Others,Recharged based on approval
1273,Others,Recharged based on approval
1272,First Wallet Recharge,
1271,First Wallet Recharge,
1270,Others,Recharged based on approval
1269,Others,Recharged based on approval
1268,First Wallet Recharge,
1267,First Wallet Recharge,
1266,Others,Recharged based on approval
1265,First Wallet Recharge,
1264,First Wallet Recharge,
1263,Others,Top up based on approval..
1262,First Wallet Recharge,
1261,Others,Recharged based on approval
1260,First Wallet Recharge,
1259,First Wallet Recharge,
1258,Others,Recharged based on approval
1257,First Wallet Recharge,
1256,First Wallet Recharge,
1255,First Wallet Recharge,
1254,Others,Recharged based on approval
1253,Others,Top up based on approval
1252,First Wallet Recharge,
1251,First Wallet Recharge,
1250,Others,Recharged based on approval
1249,First Wallet Recharge,
1248,Others,Recharged based on approval
1247,First Wallet Recharge,
1246,Others,Recharged based on approval
1245,Others,Recharged based on approval
1244,First Wallet Recharge,
1243,Others,Recharged based on approval
1242,First Wallet Recharge,
1241,First Wallet Recharge,
1240,Others,Recharged based on approval
1239,First Wallet Recharge,
1238,Others,Recharged based on approval
1237,First Wallet Recharge,
1236,First Wallet Recharge,
1235,First Wallet Recharge,
1234,Others,Recharged based on approval
1233,First Wallet Recharge,
1232,First Wallet Recharge,
1231,First Wallet Recharge,
1230,First Wallet Recharge,
1229,First Wallet Recharge,
1228,Others,Recharged based on approval
1227,First Wallet Recharge,
1226,Top-up by Developer,
1225,Others,Recharged based on approval
1224,Others,35.7 Transferred from Aditya Plaza
1223,Others,Recharged based on approval
1222,First Wallet Recharge,
1221,Others,Recharged based on approval
1220,Others,Recharged based on approval
1219,First Wallet Recharge,
1218,First Wallet Recharge,
1217,First Wallet Recharge,
1216,First Wallet Recharge,
1215,Others,Recharged based on approval
1214,Others,Recharged based on approval - Correction
1213,Others,Recharged based on approval
1212,First Wallet Recharge,
1211,Others,Recharged based on approval
1210,First Wallet Recharge,
1209,First Wallet Recharge,
1208,Others,Recharged based on approval
1207,First Wallet Recharge,
1206,First Wallet Recharge,
1205,Others,Recharged based on approval
1204,Others,Recharged based on approval
1203,First Wallet Recharge,
1202,Others,Recharged based on approval
1201,First Wallet Recharge,
1200,Others,Recharged based on approval
1199,First Wallet Recharge,
1198,Others,Recharged based on approval
1197,First Wallet Recharge,
1196,First Wallet Recharge,
1195,First Wallet Recharge,
1194,Others,Recharged based on approval
1193,First Wallet Recharge,
1192,Others,Recharged based on approval
1191,First Wallet Recharge,
1190,First Wallet Recharge,
1189,Others,Recharged based on approval
1188,Others,Recharged based on approval
1187,Others,36800 Transfer to Pink City
1186,First Wallet Recharge,
1185,Others,Recharged based on approval - Correction
1184,Others,Recharged Based On Approval
1183,First Wallet Recharge,
1182,Others,Recharged based on approval
1181,First Wallet Recharge,
1180,Others,Recharged based on approval
1179,First Wallet Recharge,
1178,First Wallet Recharge,
1177,Others,Recharged Based On Approval
1176,Others,Recharged based on approval
1175,Others,Recharged based on approval
1174,First Wallet Recharge,
1173,First Wallet Recharge,
1172,Others,Recharged based on approval
1171,First Wallet Recharge,
1170,First Wallet Recharge,
1169,First Wallet Recharge,
1168,Others,Recharged Based On Approval
1167,First Wallet Recharge,
1166,Others,Recharged based on approval
1165,First Wallet Recharge,
1164,First Wallet Recharge,
1163,Others,Recharged based on approval
1162,First Wallet Recharge,
1161,Others,Recharged based on approval
1160,First Wallet Recharge,
1159,Others,Recharged based on approval
1158,First Wallet Recharge,
1157,First Wallet Recharge,
1156,Others,Recharged based on approval
1155,First Wallet Recharge,
1154,First Wallet Recharge,
1153,First Wallet Recharge,
1152,Others,Recharged based on approval
1151,First Wallet Recharge,
1150,First Wallet Recharge,
1149,Others,Recharged based on approval
1148,Top-up by Developer,
1147,Others,Recharged based on approval
1146,First Wallet Recharge,
1145,First Wallet Recharge,
1144,First Wallet Recharge,
1143,Others,Recharged based on approval
1142,Others,Recharged based on approval
1141,First Wallet Recharge,
1140,Others,Recharged based on approval
1139,Others,Recharged based on approval
1138,First Wallet Recharge,
1137,Others,Recharged based on approval
1136,Others,Recharged based on approval
1135,First Wallet Recharge,
1134,Others,Recharged based on approval
1133,Others,Recharged based on approval
1132,First Wallet Recharge,
1131,First Wallet Recharge,
1130,First Wallet Recharge,
1129,First Wallet Recharge,
1128,Others,Recharged based on approval
1127,Others,Recharged based on approval
1126,First Wallet Recharge,
1125,First Wallet Recharge,
1124,First Wallet Recharge,
1123,Others,Recharged based on approval
1122,Others,recharged based on approval
1121,Others,Recharged based on approval - Correction
1120,First Wallet Recharge,
1119,Others,Recharged Based On Approval
1118,First Wallet Recharge,
1117,Others,Recharged based on approval
1116,Others,Recharged based on approval
1115,First Wallet Recharge,
1114,First Wallet Recharge,
1113,First Wallet Recharge,
1112,First Wallet Recharge,
1111,Others,Recharged based on approval
1110,Others,Recharged based on approval
1109,Others,Recharged based on approval
1108,First Wallet Recharge,
1107,Others,Recharged based on approval
1106,Others,Recharged based on approval
1105,Others,Recharged based on approval
1104,First Wallet Recharge,
1103,First Wallet Recharge,
1102,First Wallet Recharge,
1101,Top-up by Developer,
1100,First Wallet Recharge,
1099,Others,50K Transferred from Sudhanshu Aniraj tower
1098,First Wallet Recharge,
1097,First Wallet Recharge,
1096,Others,Recharged based on approval
1095,First Wallet Recharge,
1094,Others,Recharged based on approval
1093,First Wallet Recharge,
1092,First Wallet Recharge,
1091,First Wallet Recharge,
1090,Others,Outstanding
1089,Others,Recharged based on approval
1088,Others,50k transfer to om sai sadan
1087,First Wallet Recharge,
1086,Top-up by Developer,
1085,Others,Recharged based on approval
1084,First Wallet Recharge,
1083,First Wallet Recharge,
1082,First Wallet Recharge,
1081,First Wallet Recharge,
1080,Others,Recharged based on approval
1079,Others,Recharged Based On Approval
1078,First Wallet Recharge,
1077,First Wallet Recharge,
1076,Others,Recharged based on approval
1075,Others,Recharged based on approval
1074,Others,Recharged based on approval
1073,First Wallet Recharge,
1072,Others,Recharged based on approval
1071,Others,Recharged based on approval
1070,First Wallet Recharge,
1069,Others,Recharged based on approval
1068,Others,Recharged based on approval
1067,Top-up by Developer,
1066,First Wallet Recharge,
1065,First Wallet Recharge,
1064,Others,Recharged based on approval
1063,Others,Recharged based on approval
1062,First Wallet Recharge,
1061,Others,Recharged based on approval
1060,Others,Recharged based on approval
1059,First Wallet Recharge,
1058,Others,Recharged based on approval
1057,First Wallet Recharge,
1056,First Wallet Recharge,
1055,Others,83300 Transferred from address 51
1054,Others,Recharged based on approval
1053,First Wallet Recharge,
1052,First Wallet Recharge,
1051,Others,9700 Transfer to Ekta Parkville
1050,First Wallet Recharge,
1049,Others,Recharged based on approval
1048,First Wallet Recharge,
1047,First Wallet Recharge,
1046,First Wallet Recharge,
1045,First Wallet Recharge,
1044,Others,Recharged based on approval
1043,Others,Wallet 9700 transferred from Greenville
1042,First Wallet Recharge,
1041,First Wallet Recharge,
1040,First Wallet Recharge,
1039,First Wallet Recharge,
1038,First Wallet Recharge,
1037,Others,Recharged based on approval
1036,Others,Recharged based on approval
1035,Others,Recharged based on approval
1034,First Wallet Recharge,
1033,Top-up by Developer,
1032,Others,Recharged based on approval
1031,First Wallet Recharge,
1030,First Wallet Recharge,
1029,Others,Recharged based on approval
1028,First Wallet Recharge,
1027,Others,Recharged based on approval
1026,Others,Recharged based on approval
1025,Others,Recharged Based On Approval
1024,First Wallet Recharge,
1023,Others,Recharged based on approval
1022,First Wallet Recharge,
1021,Others,Recharged based on approval
1020,Others,Recharged based on approval
1019,First Wallet Recharge,
1018,Top-up by Developer,
1017,First Wallet Recharge,
1016,First Wallet Recharge,
1015,Others,Recharged based on approval
1014,First Wallet Recharge,
1013,Others,Recharged Based On Approval
1012,Others,Recharged based on approval
1011,First Wallet Recharge,
1010,First Wallet Recharge,
1009,Others,Recharged based on approval
1008,Others,Recharged Based On Approval
1007,First Wallet Recharge,
1006,First Wallet Recharge,
1005,Others,Reversal
1004,Others,Difference top up - Needs to be reverse
1003,Others,1L transferred from shaligram pavillian
1002,First Wallet Recharge,
1001,First Wallet Recharge,
1000,First Wallet Recharge,
999,Others,Recharged Based On Approval
998,First Wallet Recharge,
997,Others,Recharged based on approval
996,Others,Recharged based on approval
995,First Wallet Recharge,
994,First Wallet Recharge,
993,Others,Recharged based on approval
992,First Wallet Recharge,
991,Others,Recharged based on approval
990,First Wallet Recharge,
989,Others,Recharged Based On Approval
988,Others,Recharged based on approval
987,First Wallet Recharge,
986,Others,Recharged based on approval
985,Others,Recharged based on approval
984,First Wallet Recharge,
983,First Wallet Recharge,
982,Others,Recharged based on approval
981,Others,Recharged based on approval
980,First Wallet Recharge,
979,First Wallet Recharge,
978,Others,Recharged based on approval
977,Others,Recharged based on approval
976,Others,Recharged based on approval
975,First Wallet Recharge,
974,Others,Recharged based on approval
973,First Wallet Recharge,
972,First Wallet Recharge,
971,Others,Recharged Based On Approval
970,First Wallet Recharge,
969,First Wallet Recharge,
968,Others,Recharged based on approval
967,First Wallet Recharge,
966,Others,Recharged based on approval
965,First Wallet Recharge,
964,First Wallet Recharge,
963,Others,Recharged based on approval
962,First Wallet Recharge,
961,Others,Recharged based on approval
960,First Wallet Recharge,
959,First Wallet Recharge,
958,Others,Recharged Based On Approval
957,First Wallet Recharge,
956,First Wallet Recharge,
955,First Wallet Recharge,
954,Others,Rectified
953,Others,Recharged based on approval
952,Others,Recharged based on approval
951,First Wallet Recharge,
950,Others,25K Transfer to Mahaveer Ranches
949,Others,Recharged based on approval
948,First Wallet Recharge,
947,Others,Recharged based on approval
946,First Wallet Recharge,
945,Others,Recharged based on approval
944,First Wallet Recharge,
943,First Wallet Recharge,
942,Others,Recharged based on approval
941,First Wallet Recharge,
940,Others,Recharged based on approval
939,First Wallet Recharge,
938,Others,Recharged based on approval
937,First Wallet Recharge,
936,Others,Recharged based on approval
935,First Wallet Recharge,
934,Others,Recharged based on approval
933,First Wallet Recharge,
932,Others,Recharged based on approval
931,First Wallet Recharge,
930,Others,Recharged based on approval
929,First Wallet Recharge,
928,Others,Recharged based on approval
927,First Wallet Recharge,
926,First Wallet Recharge,
925,Others,Recharged based on approval
924,First Wallet Recharge,
923,First Wallet Recharge,
922,Others,Recharged based on approval
921,Others,Recharged based on approval
920,First Wallet Recharge,
919,Others,Recharged based on approval
918,Top-up by Developer,
917,Others,Recharged based on approval
916,First Wallet Recharge,
915,Others,Recharged based on approval
914,First Wallet Recharge,
913,Others,Recharged based on approval
912,First Wallet Recharge,
911,Others,Recharged based on approval
910,First Wallet Recharge,
909,First Wallet Recharge,
908,Others,Recharged based on approval
907,First Wallet Recharge,
906,Others,Recharged based on approval
905,Others,Recharged based on approval
904,First Wallet Recharge,
903,First Wallet Recharge,
902,Others,Recharged based on approval
901,First Wallet Recharge,
900,Others,Recharged based on approval
899,Others,Recharged based on approval
898,First Wallet Recharge,
897,Others,Recharged based on approval
896,Others,Recharged based on approval
895,First Wallet Recharge,
894,Others,"98,300 Transferred from Address 51"
893,First Wallet Recharge,
892,First Wallet Recharge,
891,Others,Recharged based on approval
890,First Wallet Recharge,
889,Others,Recharged based on approval
888,Others,20K Transferred from Conti tower
887,First Wallet Recharge,
886,Others,Recharged based on approval
885,First Wallet Recharge,
884,First Wallet Recharge,
883,Others,Recharged based on approval
882,Others,Recharged based on approval
881,Others,Top up based on approval..
880,Others,Recharged based on approval
879,First Wallet Recharge,
878,First Wallet Recharge,
877,Others,Recharged based on approval
876,Others,Top up based on approval
875,First Wallet Recharge,
874,First Wallet Recharge,
873,First Wallet Recharge,
872,Others,Recharged Based On Approval
871,Others,Recharged based on approval
870,First Wallet Recharge,
869,Others,Recharged based on approval
868,First Wallet Recharge,
867,Others,Recharged based on approval
866,First Wallet Recharge,
865,Top-up by Developer,
864,Others,Recharged Based On Approval
863,First Wallet Recharge,
862,Others,Recharged based on approval
861,First Wallet Recharge,
860,Others,Recharged Based On Approval
859,Others,Recharged based on approval
858,Others,Recharged based on approval
857,First Wallet Recharge,
856,Others,Recharged based on approval
855,First Wallet Recharge,
854,First Wallet Recharge,
853,Others,Recharged Based On Approval
852,First Wallet Recharge,
851,First Wallet Recharge,
850,First Wallet Recharge,
849,Others,Recharged based on approval
848,First Wallet Recharge,
847,First Wallet Recharge,
846,Others,3400 Transferred from address 51
845,Others,Recharged Based On Approval
844,Others,Recharged based on approval
843,First Wallet Recharge,
842,Others,Recharged based on approval
841,Others,Recharged based on approval
840,First Wallet Recharge,
839,Others,Recharged based on approval
838,First Wallet Recharge,
837,First Wallet Recharge,
836,Others,Recharged based on approval
835,Others,Recharged based on approval
834,Top-up by Developer,
833,First Wallet Recharge,
832,Top-up by Developer,
831,Top-up by Developer,
830,Others,Recharged based on approval
829,Others,Recharged based on approval - Correction
828,Others,Recharged based on approval
827,Others,Recharged based on approval
826,Others,Recharged Based On Approval
825,Top-up by Developer,
824,First Wallet Recharge,
823,Others,24400 transfer to Asset Arcadia
822,First Wallet Recharge,
821,Others,Recharged based on approval
820,Others,Recharged based on approval
819,First Wallet Recharge,
818,Others,Recharged based on approval
817,First Wallet Recharge,
816,First Wallet Recharge,
815,Others,Recharged based on approval
814,First Wallet Recharge,
813,Top-up by Developer,
812,Others,Transferred from Kohinoor Waves
811,Others,Recharged based on approval
810,Others,Recharged Based On Approval
809,Top-up by Developer,
808,First Wallet Recharge,
807,Others,Recharged based on approval
806,First Wallet Recharge,
805,Top-up by Developer,
804,Others,Recharged based on approval - Correction
803,Others,Recharged based on approval
802,Others,Recharged based on approval
801,First Wallet Recharge,
800,Others,Recharged based on approval
799,First Wallet Recharge,
798,Others,Recharged based on approval
797,First Wallet Recharge,
796,Others,Recharged based on approval
795,First Wallet Recharge,
794,Top-up by Developer,
793,Others,Recharged based on approval
792,Top-up by Developer,
791,First Wallet Recharge,
790,Others,Recharged based on approval
789,First Wallet Recharge,
788,Others,Recharged based on approval
787,First Wallet Recharge,
786,Others,Recharged based on approval
785,Others,Recharged based on approval
784,First Wallet Recharge,
783,Others,Recharged based on approval
782,First Wallet Recharge,
781,First Wallet Recharge,
780,Others,Recharged based on approval
779,Top-up by Developer,
778,Top-up by Developer,
777,First Wallet Recharge,
776,Top-up by Developer,
775,Others,Recharged based on approval
774,First Wallet Recharge,
773,Others,Recharged based on approval
772,Others,Recharged based on approval
771,Top-up by Developer,
770,First Wallet Recharge,
769,First Wallet Recharge,
768,Others,Recharged based on approval
767,First Wallet Recharge,
766,First Wallet Recharge,
765,First Wallet Recharge,
764,First Wallet Recharge,
763,Others,Recharged based on approval
762,Others,Recharged based on approval
761,First Wallet Recharge,
760,Others,Recharged based on approval
759,First Wallet Recharge,
758,Others,Recharged based on approval
757,Others,Recharged based on approval
756,Top-up by Developer,
755,First Wallet Recharge,
754,First Wallet Recharge,
753,First Wallet Recharge,
752,First Wallet Recharge,
751,First Wallet Recharge,
750,Others,Recharged based on approval
749,First Wallet Recharge,
748,First Wallet Recharge,
747,First Wallet Recharge,
746,First Wallet Recharge,
745,Others,Recharged based on approval
744,Top-up by Developer,
743,First Wallet Recharge,
742,Others,Recharged based on approval
741,First Wallet Recharge,
740,First Wallet Recharge,
739,Others,Recharged based on approval
738,Others,Recharged based on approval
737,First Wallet Recharge,
736,Others,Recharged based on approval
735,First Wallet Recharge,
734,First Wallet Recharge,
733,Others,Recharged based on approval
732,Top-up by Developer,
731,First Wallet Recharge,
730,First Wallet Recharge,
729,First Wallet Recharge,
728,Top-up by Developer,
727,Top-up by Developer,
726,Others,Recharged based on approval
725,Others,Recharged based on approval -Correction
724,Others,Recharged based on approval
723,Others,Recharged based on approval
722,Others,Recharged based on approval
721,First Wallet Recharge,
720,Others,Recharged based on approval
719,First Wallet Recharge,
718,Top-up by Developer,
717,Others,Rectified
716,Others,Recharged based on approval
715,Others,Recharged based on approval
714,First Wallet Recharge,
713,Others,Recharged based on approval
712,Others,Recharged based on approval
711,First Wallet Recharge,
710,Others,Recharged based on Yash Paleja approval
709,Others,Recharged based on approval
708,First Wallet Recharge,
707,Others,46400 Transferred from KR Heights
706,Others,Recharged based on approval
705,Others,Recharged Based On Approval
704,First Wallet Recharge,
703,First Wallet Recharge,
702,Others,Recharged Based On Approval
701,First Wallet Recharge,
700,Others,Recharged based on approval
699,Others,Top up based on approval..
698,First Wallet Recharge,
697,First Wallet Recharge,
696,First Wallet Recharge,
695,Others,Recharged based on approval
694,Others,Recharged based on approval - Correction
693,Others,Recharged based on approval
692,First Wallet Recharge,
691,First Wallet Recharge,
690,Others,Recharged based on approval
689,Others,Recharged based on approval
688,Others,Recharged based on approval
687,Top-up by Developer,
686,First Wallet Recharge,
685,Others,Recharged based on approval
684,Others,Recharged based on approval
683,First Wallet Recharge,
682,Others,Recharged based on approval
681,First Wallet Recharge,
680,Others,Recharged based on approval
679,First Wallet Recharge,
678,Top-up by Developer,
677,Others,Recharged based on approval
676,First Wallet Recharge,
675,Others,46400 Transfer to Sai Shrushti - Shakti Group
674,First Wallet Recharge,
673,Others,Recharged based on approval
672,First Wallet Recharge,
671,Others,Recharged based on approval
670,First Wallet Recharge,
669,Others,Top up based on approval..
668,Others,Recharged based on approval
667,First Wallet Recharge,
666,First Wallet Recharge,
665,Others,Recharged based on approval
664,First Wallet Recharge,
663,Others,Recharged based on approval
662,Others,Recharged based on approval - Correction
661,Others,Recharged Based On Approval
660,Others,2L transfer to Star Living
659,First Wallet Recharge,
658,First Wallet Recharge,
657,First Wallet Recharge,
656,Others,Recharged based on approval
655,Others,Recharged Based On Approval
654,First Wallet Recharge,
653,First Wallet Recharge,
652,Others,Recharged based on approval
651,Others,Recharged based on approval
650,First Wallet Recharge,
649,Others,Recharged based on approval
648,First Wallet Recharge,
647,First Wallet Recharge,
646,Others,Recharged based on approval
645,First Wallet Recharge,
644,Others,Recharged based on approval
643,First Wallet Recharge,
642,First Wallet Recharge,
641,Others,Transfer to NG Platinum
640,Others,Transfer to NG Dimond Hill
639,First Wallet Recharge,
638,Others,Recharged based on approval
637,First Wallet Recharge,
636,Others,Recharged based on approval
635,First Wallet Recharge,
634,First Wallet Recharge,
633,First Wallet Recharge,
632,Others,Recharged based on approval
631,Others,Recharged based on approval
630,First Wallet Recharge,
629,Others,Recharged Based On Approval
628,Others,Recharged based on approval
627,First Wallet Recharge,
626,Others,60K Transferred to Amber
625,Others,Recharged based on approval
624,Top-up by Developer,
623,Top-up by Developer,
622,Others,15K transfer to Hillshire instead of ganga amber
621,Others,15K transfer to Ganga Amber
620,First Wallet Recharge,
619,Others,Recharged based on approval
618,Others,Recharged Based On Approval
617,First Wallet Recharge,
616,First Wallet Recharge,
615,Others,Recharged based on approval
614,Others,Recharged based on approval
613,Top-up by Developer,
612,First Wallet Recharge,
611,Top-up by Developer,
610,First Wallet Recharge,
609,First Wallet Recharge,
608,Top-up by Developer,
607,First Wallet Recharge,
606,First Wallet Recharge,
605,Others,Recharged based on approval
604,Others,Recharged Based On Approval
603,Top-up by Developer,
602,First Wallet Recharge,
601,Others,Recharged based on approval
600,Others,Recharged based on approval
599,Others,Recharged based on approval
598,First Wallet Recharge,
597,First Wallet Recharge,
596,Others,Recharged based on approval
595,First Wallet Recharge,
594,First Wallet Recharge,
593,Others,Recharged based on approval
592,Others,Recharged based on approval
591,First Wallet Recharge,
590,First Wallet Recharge,
589,Others,Recharged based on approval
588,Others,Recharged based on approval
587,First Wallet Recharge,
586,First Wallet Recharge,
585,First Wallet Recharge,
584,Top-up by Developer,
583,Top-up by Developer,
582,First Wallet Recharge,
581,First Wallet Recharge,
580,First Wallet Recharge,
579,First Wallet Recharge,
578,First Wallet Recharge,
577,Others,Recharged based on approval
576,First Wallet Recharge,
575,First Wallet Recharge,
574,Others,Recharged based on approval
573,First Wallet Recharge,
572,First Wallet Recharge,
571,Others,Recharged based on approval
570,First Wallet Recharge,
569,Others,Recharged Based On Approval
568,Others,Recharged based on approval
567,First Wallet Recharge,
566,Top-up by Developer,
565,Others,Recharged based on approval
564,Top-up by Developer,
563,Top-up by Developer,
562,Top-up by Developer,
561,First Wallet Recharge,
560,Others,Recharged based on approval
559,First Wallet Recharge,
558,Others,Recharged based on approval
557,First Wallet Recharge,
556,Top-up by Developer,
555,Others,Recharged based on approval
554,First Wallet Recharge,
553,First Wallet Recharge,
552,Others,Recharged based on approval
551,Others,Transferred from Swaroop Avenue
550,Others,Recharged based on approval
549,First Wallet Recharge,
548,First Wallet Recharge,
547,Others,Recharged based on approval
546,First Wallet Recharge,
545,Others,Recharged based on approval
544,Others,Transferred from Swapnalok - 30000
543,First Wallet Recharge,
542,Others,Outstanding
541,Others,Recharged based on approval
540,First Wallet Recharge,
539,First Wallet Recharge,
538,First Wallet Recharge,
537,Others,Recharged based on approval
536,First Wallet Recharge,
535,Others,Top up based on approval..
534,Others,Recharged based on approval
533,First Wallet Recharge,
532,First Wallet Recharge,
531,First Wallet Recharge,
530,Top-up by Developer,
529,Others,Recharged based on approval
528,Others,Recharged based on approval
527,Others,Recharged based on approval
526,First Wallet Recharge,
525,First Wallet Recharge,
524,Others,Recharged based on approval
523,First Wallet Recharge,
522,First Wallet Recharge,
521,Others,Recharged based on approval
520,First Wallet Recharge,
519,Others,Recharged based on approval - Correction
518,Top-up by Developer,
517,Top-up by Developer,
516,Others,Recharged based on approval
515,Others,Transferred from Gurukrupa Vyom
514,Others,Recharged based on approval - Correction
513,Others,Recharged based on approval
512,First Wallet Recharge,
511,Top-up by Developer,
510,First Wallet Recharge,
509,First Wallet Recharge,
508,Others,Transfer to Gurukrupa Ghanshyam
507,First Wallet Recharge,
506,First Wallet Recharge,
505,Others,Recharged based on approval
504,First Wallet Recharge,
503,First Wallet Recharge,
502,First Wallet Recharge,
501,First Wallet Recharge,
500,Top-up by Developer,
499,Others,Recharged based on approval
498,Top-up by Developer,
497,First Wallet Recharge,
496,Others,Transferred from NG Eclat
495,Others,Recharged based on approval
494,Top-up by Developer,
493,Others,Recharged based on approval
492,First Wallet Recharge,
491,Others,Transferred from NG Eclat
490,Others,Recharged based on approval
489,Top-up by Developer,
488,Others,Recharged based on approval
487,First Wallet Recharge,
486,First Wallet Recharge,
485,First Wallet Recharge,
484,First Wallet Recharge,
483,Others,Outstanding
482,First Wallet Recharge,
481,First Wallet Recharge,
480,Others,Recharged based on approval - Correction
479,First Wallet Recharge,
478,Others,Recharged based on approval
477,First Wallet Recharge,
476,Others,Recharged based on approval
475,First Wallet Recharge,
474,Others,Recharged based on approval
473,Others,Recharged based on approval
472,First Wallet Recharge,
471,Others,Recharged Based On Approval
470,First Wallet Recharge,
469,Others,Recharged based on approval
468,Others,Recharged based on approval - Correction
467,First Wallet Recharge,
466,First Wallet Recharge,
465,Others,Recharged based on approval
464,First Wallet Recharge,
463,Top-up by Developer,
462,Others,Recharged based on approval
461,Others,Top up based on approval..
460,First Wallet Recharge,
459,First Wallet Recharge,
458,Others,Recharged based on approval
457,First Wallet Recharge,
456,First Wallet Recharge,
455,First Wallet Recharge,
454,Others,Top up based on approval..
453,Others,Recharged based on approval
452,First Wallet Recharge,
451,Others,Recharged based on approval
450,First Wallet Recharge,
449,First Wallet Recharge,
448,Others,Recharged based on approval
447,Others,Top Up Based on approval
446,First Wallet Recharge,
445,Others,Recharged based on approval
444,Others,Recharged based on approval
443,First Wallet Recharge,
442,First Wallet Recharge,
441,First Wallet Recharge,
440,First Wallet Recharge,
439,Others,Recharged based on approval
438,Others,Recharged Based On Approval
437,Top-up by Developer,
436,First Wallet Recharge,
435,Top-up by Developer,
434,First Wallet Recharge,
433,First Wallet Recharge,
432,First Wallet Recharge,
431,First Wallet Recharge,
430,First Wallet Recharge,
429,First Wallet Recharge,
428,Others,Recharged based on approval
427,First Wallet Recharge,
426,First Wallet Recharge,
425,First Wallet Recharge,
424,First Wallet Recharge,
423,Others,Recharged based on approval
422,First Wallet Recharge,
421,First Wallet Recharge,
420,Others,Recharged based on approval
419,First Wallet Recharge,
418,Others,Outstanding
417,First Wallet Recharge,
416,Others,Outstanding
415,First Wallet Recharge,
414,Others,Outstanding
413,First Wallet Recharge,
412,First Wallet Recharge,
411,First Wallet Recharge,
410,Top-up by Developer,
409,Others,Recharged based on approval
408,First Wallet Recharge,
407,First Wallet Recharge,
406,First Wallet Recharge,
405,First Wallet Recharge,
404,Others,Recharged based on approval
403,First Wallet Recharge,
402,Top-up by Developer,
401,Others,Recharged based on approval
400,Others,Recharged Based On Approval
399,First Wallet Recharge,
398,Others,Recharged based on approval
397,First Wallet Recharge,
396,First Wallet Recharge,
395,First Wallet Recharge,
394,First Wallet Recharge,
393,First Wallet Recharge,
392,Others,Recharged based on approval
391,First Wallet Recharge,
390,Others,Recharged based on approval
389,First Wallet Recharge,
388,First Wallet Recharge,
387,Top-up by Developer,
386,First Wallet Recharge,
385,First Wallet Recharge,
384,First Wallet Recharge,
383,Others,Transfer to Codename Sara Virar
382,Others,Recharged based on approval
381,Others,Transfer to Sara Virar
380,Others,Recharged based on approval
379,Others,Recharged based on approval
378,Top-up by Developer,
377,First Wallet Recharge,
376,First Wallet Recharge,
375,Others,Recharged based on approval
374,First Wallet Recharge,
373,Others,Recharged based on approval
372,First Wallet Recharge,
371,First Wallet Recharge,
370,Others,Recharged based on approval
369,First Wallet Recharge,
368,First Wallet Recharge,
367,First Wallet Recharge,
366,First Wallet Recharge,
365,First Wallet Recharge,
364,First Wallet Recharge,
363,First Wallet Recharge,
362,Others,Recharged based on approval
361,First Wallet Recharge,
