Pune,1,18.313436,73.538811,18.790655,74.106133
Mumbai,1,18.831832,72.696010,19.665813,73.508124
Bengaluru,1,12.783597,77.353430,13.256858,77.816162
Gurugram,1,28.262023,76.808656,28.539281,77.129565
