id,uuid,name,developer_name,city,published,sv_rewards_enabled,created_at,Youtube Link,
,57e6b618-a9e7-11ec-9534-7b837e682373,Suviam Pearl - Kalyan West,Laxmi Constructions & Co.,Mumbai,TRUE,Active,22 Mar 2022,,
,40c0108c-a9e3-11ec-9376-73d458c4ecb8,Parsn Pancharatna - Kurla East,Parsn Foundation and Engineering Corporation,Mumbai,TRUE,Inactive,22 Mar 2022,,
,920bb54c-a9dc-11ec-9368-23968318c2e7,Space Greens - Panvel,Space India Builders & Developers,Mumbai,TRUE,Inactive,22 Mar 2022,,
,1c02575e-a9da-11ec-9524-830e9cb9ca7d,Sarvam - Taloja Phase II,Ashtvinayak Homes,Mumbai,TRUE,Active,22 Mar 2022,https://youtu.be/FZwgUrhWdgo,
,3901dade-a9c9-11ec-bd26-8b773dc60d94,Radhe Krishna Residency - New Diva East,Mangalam Infra,Mumbai,TRUE,Active,22 Mar 2022,,
,22e8b93e-a9c4-11ec-9b94-670383f133bc,Rama Barcode - Pimpri,Rama group,Pune,TRUE,Active,22 Mar 2022,,
,29d31928-a9bb-11ec-94fc-935a4a079e47,Guru Atman - Kalyan West,Gurukrupa Group,Mumbai,TRUE,Active,22 Mar 2022,,
,56a0dc0a-a9b2-11ec-bd0d-2fd5a9248a96,Icon 51 - Vadgaonsheri,S M Square Constro Llp,Pune,TRUE,Inactive,22 Mar 2022,,
,1e6caff8-e5c1-11ec-bc7e-6f373f025298,"Ambience Downtown - Cooke Town, Banaswadi Road",Koncept Ambience,Bengaluru,TRUE,Active,6 Jun 2022,https://www.youtube.com/watch?v=qdoCBteS6aI,
,324b16f0-aaba-11ec-881d-4ba86719d9b0,Haware IPSA - Ghatkopar East,Haware Builders Pvt Ltd,Mumbai,TRUE,Active,23 Mar 2022,,
,9a67e878-aab3-11ec-aacb-4f2682aefe6f,Nandan Ace - Balewadi,Nandan Buildcon,Pune,TRUE,Active,23 Mar 2022,,
,2fef1464-aa9d-11ec-9cc0-a3cf5c38f5b1,Aurigae Residency - Kandivali East			,Vaibhavlaxmi Developers,Mumbai,TRUE,Inactive,23 Mar 2022,,
,6a9a37b2-aa9b-11ec-a6b6-8b167691d3ef,Shree Mahalaxmi Krupa - Khopoli,Shri Mahalaxmi Home Makers,Mumbai,TRUE,Inactive,23 Mar 2022,,
,9a20298c-aa97-11ec-831e-23005dd24bdb,Ekta Greenville -  Pathardi Nashik 			,Ekta World,Mumbai,,Inactive,23 Mar 2022,,
,1879fbca-aa96-11ec-aab5-e32d1efd4a13,Ekta Tripolis - Goregaon West,Ekta World,Mumbai,TRUE,Active,23 Mar 2022,,
,c5bbae0e-aa92-11ec-9b8e-936eecda3783,Ekta Trinity - Santacruz West,Ekta World,Mumbai,TRUE,Active,23 Mar 2022,,
,153ac05c-aa91-11ec-8a49-1bdc89ebc642,Ekta Parkville - Virar West,Ekta World,Mumbai,TRUE,Inactive,23 Mar 2022,,
,f6ba343a-aa6a-11ec-82c6-e384e255453c,Surana Heights - Dronagiri,S D Buildcon,Mumbai,TRUE,Inactive,23 Mar 2022,,
,992fa12c-ab93-11ec-83d3-634ef37a7183,Palm Vista - Shilphata,Provident Housing Ltd,Mumbai,TRUE,Active,24 Mar 2022,,
,5f4403de-ab90-11ec-af27-0fbe5f7a6866,Aashray Aanand Phase- II - Ambernath East,Aashray Group,Mumbai,TRUE,Active,24 Mar 2022,,
,3e79dcbc-ab65-11ec-857b-2fdc0c629b62,Vasudev paradise - Mira Rod East,Aristone Developers,Mumbai,TRUE,Inactive,24 Mar 2022,,
,1b8d791a-ab2f-11ec-9830-239a2be75fa3,Kalash Trove - Aundh,Kalash Properties,Pune,TRUE,Active,24 Mar 2022,,
,9031d9a6-ac5f-11ec-9531-67300a44abf7,Om Sai Sadan - Borivali West,Shrisai Akar Civilinfra India Pvt. Ltd.,Mumbai,TRUE,Inactive,25 Mar 2022,,
,9e8a4010-ac5a-11ec-9546-cff4cb0ee5bd,Ace Courtyard - Thane West,Ace Realty,Mumbai,TRUE,Inactive,25 Mar 2022,,
,1da5ea70-ac56-11ec-953b-6b403b4790de,Sanjeevini Srushti - Whitefield,Sanjeevini Srushti Infra,Bengaluru,TRUE,Active,25 Mar 2022,https://youtu.be/4jIc8DL5YlQ,
,2b1a1522-ac52-11ec-92c2-cfcf5c93177d,AL-ZASSZ BLISS - Manyata Tach Park,AL-ZASSZ Infrastructure Pvt Ltd,Bengaluru,TRUE,Active,25 Mar 2022,,
,783b0b6c-ac35-11ec-add6-674b2c1aa6ac,Sobha Townpark - Hosur Road,Sobha,Bengaluru,TRUE,Active,25 Mar 2022,,
,4f924ac8-ac2f-11ec-8d9e-0794643455c1,Sudhanshu Aniraj Tower - Bhandup West,Sudhanshu infrastructures PVT.LTD,Mumbai,TRUE,Inactive,25 Mar 2022,,
,e04f5c2a-ac27-11ec-9a42-eb4a334154fb,Ambe Smruti - Rasayani,Choice Group,Mumbai,TRUE,Active,25 Mar 2022,,
,1ada7adc-ad22-11ec-bac0-7f2abb8f2f9c,Mangalmurti Sapphire - Thakurli East,Shree Mangalmurti Developer,Mumbai,TRUE,Active,26 Mar 2022,,
,f6a84e48-ad1f-11ec-af08-6742d82fb932,Dada Maharaj Heights - Girgaon East,M/s. Shree Vastudeep Developers ,Mumbai,TRUE,Active,26 Mar 2022,,
,e8ceefc2-ad1d-11ec-9b4f-f3db5b9ed260,Vaibhav Upavan Phase 1 - Sanjaynagar,Sanvi Vaibhav Projects LLP,Bengaluru,TRUE,Active,26 Mar 2022,,
,9e099a0e-acfb-11ec-8d9b-3757f536683d,Unique Ivana - Miraroad East,Unique Shanti Developers,Mumbai,TRUE,Active,26 Mar 2022,,
,db89c1c0-ace1-11ec-a66d-1772a244cbed,Mims Northbrook - Hennur Road,Mims Builders Pvt Ltd,Bengaluru,TRUE,Active,26 Mar 2022,,
,90938060-acc9-11ec-9603-cff453719659,Mims Residency - Thanisandra Road,Mims Builders Pvt Ltd,Bengaluru,TRUE,Active,26 Mar 2022,,
,14069eea-acc6-11ec-b354-9b11f3ce660d,Solitaire Edge - Kandivali East,Mahaveer Construction,Mumbai,TRUE,Inactive,26 Mar 2022,,
,3693fc2a-acc4-11ec-8a64-f73c4bf37170,Solitaire Aawas - Chembur West,Sanket Realtors,Mumbai,TRUE,Active,26 Mar 2022,,
,8088f2ce-acc2-11ec-bb79-bfcaa5f1864c,Little Earth - Kiwale,Disha Loharuka Infratech Pvt Ltd,Pune,TRUE,Active,26 Mar 2022,,
,948cc81c-acbe-11ec-937e-bf9082e64722,Mauli Pride 2A 2B - Malad East,Mauli Sai Developers Pvt Ltd,Mumbai,TRUE,Inactive,26 Mar 2022,,
,f7f4a66a-acbc-11ec-91ef-3ba2a2b3093a,Orion West - Santacruz West		,M/s. Girish & Associates,Mumbai,TRUE,Active,26 Mar 2022,,
,c3e71f62-acba-11ec-92e6-c384fe759edf,Basil Mondale - Mundhwa,Basil Group,Pune,TRUE,Active,26 Mar 2022,,
,40d58ea8-ae7f-11ec-a9a7-cbf157bb2816,Moraj Maa Shrishti - Khopoli,Moraj Building Concepts Pvt. Ltd,Mumbai,TRUE,Active,28 Mar 2022,,
,0bc052e4-ae7e-11ec-bfa1-176c1b7b75e5,Moraj Maa Smriti - Khopoli,Moraj Building Concepts Pvt. Ltd,Mumbai,TRUE,Active,28 Mar 2022,,
,6172f6ac-af22-11ec-b4dc-aba2547a5e5a,36 Allure Infra - Goregaon West,Allure Infra,Mumbai,TRUE,Inactive,29 Mar 2022,,
,33ca6458-af20-11ec-91ec-cfc7611034a5,Shikara Heights Phase 1 - Sion,Shikara Constructions Pvt,Mumbai,TRUE,Active,29 Mar 2022,,
,10a64476-b02c-11ec-b621-139510d390fd,Splendid Sree Durga - Bidrahalli Hobli,Splendid properties,Bengaluru,TRUE,Active,30 Mar 2022,,
,0701070c-b028-11ec-aba5-5f2457e87641,Atmos & Aura - Hobli,Assetz Property Group,Bengaluru,TRUE,Active,30 Mar 2022,,
,d7b476d0-b01a-11ec-a2db-c35f6305f7d9,Nambiar Bellezea - Bellandur,Nambiar Builders PVT LTD,Bengaluru,TRUE,Active,30 Mar 2022,,
,3e90939c-b00d-11ec-afdc-3bd3cfcc15c8,Raunak Golden ticket - Kalyan,Raunak Group,Mumbai,TRUE,Inactive,30 Mar 2022,,
,2a2f775a-aff5-11ec-ba90-2bb3efad8636,Mauli Omkar LLB - Malad East		,Mauli Sai Developers Pvt Ltd,Mumbai,TRUE,Inactive,30 Mar 2022,,
,eac7a36c-afe5-11ec-a121-d393a088daf4,Amorapolis - Dhanori,Krishna Nirmaan Skyscraper Llp,Pune,TRUE,Active,30 Mar 2022,,
,30583652-afe2-11ec-a0e0-9766254fa813,Siyona Pethkar - Punawale 				,Pethkar Projects,Pune,TRUE,Inactive,30 Mar 2022,,
,228f55a8-afdf-11ec-85ba-3795487e5a6d,Ira Insignia - Dombivali East,Vador Group,Mumbai,,Inactive,30 Mar 2022,,
,7c0652d4-b111-11ec-b7f3-13334ccf2d09,Casa Grand Orlena - HBR Layout,Casa grand garden city builders pvt ltd,Bengaluru,TRUE,Inactive,31 Mar 2022,,
,85083db8-b10f-11ec-b86d-077f9f6d80ed,CG Boulevard - Hennur Main Road		,Casa grand garden city builders pvt ltd,Bengaluru,TRUE,Active,31 Mar 2022,,
,0d1e9bbe-b108-11ec-b433-93f079e74035,Eswar vanamali - Hennur Road,Eswar contructions,Bengaluru,TRUE,Active,31 Mar 2022,https://youtu.be/sIILJFjzkPo,
,ff747814-b105-11ec-91ac-27a5306c80e3,Primus OHANA - Parappana Agrahara,SJR Prime Corporation Pvt Ltd,Bengaluru,TRUE,Active,31 Mar 2022,,
,d0792160-b103-11ec-9650-8f6407e27e6f,Woodstock Apartments - Electronic City,Vishnu Developers,Bengaluru,TRUE,Active,31 Mar 2022,,
,268a589c-b101-11ec-a192-0bc43b7d805d,Valmark Orchards - Devanahalli,Valmark Estates LLP Ltd,Bengaluru,TRUE,Active,31 Mar 2022,,
,27fbeade-b0fb-11ec-9f61-8769028f3728,ELV KingsLand - Borewell Road,ELV Projects pvt ltd,Bengaluru,TRUE,Active,31 Mar 2022,,
,64a37672-b0f7-11ec-8efe-7f83e0da07ad,Vishwajeet Paradise - Ambernath West,GBK Group,Mumbai,TRUE,Inactive,31 Mar 2022,,
,1c2e8138-b0f3-11ec-b881-7f857ab58fd0,Vishwajeet Precious - Kalyan West,GBK Group,Mumbai,TRUE,Inactive,31 Mar 2022,,
,ab29afe6-b0e1-11ec-b86e-93831fa05c8f,Gulmohar - Ambernath East,Shree Sai Infra,Mumbai,TRUE,Inactive,31 Mar 2022,,
,b59aa6bc-b0df-11ec-8782-17c24643f424,Shree Sai Arnav - Ambernath East,Shree Sai Infra,Mumbai,TRUE,Inactive,31 Mar 2022,,
,3be2494a-b0dc-11ec-a05e-db1ec8f4fa64,Kailash Parvat - Ambernath East				,Shree Sai Infra,Mumbai,TRUE,Active,31 Mar 2022,,
,4bb3d0ea-b0d3-11ec-8bb3-df3e2fcace95,Tulsi Galaxy - Badlapur East,Raj Group,Mumbai,TRUE,Inactive,31 Mar 2022,,
,bbcbc1aa-b0c7-11ec-8ed0-3f1890dda1d9,Satra One - Goregaon West,Satra Group,Mumbai,TRUE,Active,31 Mar 2022,,
,71d424c4-b0c3-11ec-89bd-2376af3a6395,Venus Skky city - Dombivali East,Venus Nirvana LLP,Mumbai,TRUE,Inactive,31 Mar 2022,,
,fb949d28-b0b5-11ec-85ba-77e5ca57fb3c,Arham Aum - Matunga East,Mahavir Enterprises,Mumbai,,Inactive,31 Mar 2022,,
,f2bbec26-b0b3-11ec-8a71-4f6518ff4fd6,Arham Brindavan - Chembur East,Mahavir Enterprises,Mumbai,,Inactive,31 Mar 2022,,
,327f3260-dbec-11ec-bd47-b33aeac5426c,Opulent Spire - Bannergetta Road,B&B Infrastructure Ltd,Bengaluru,TRUE,Active,25 May 2022,https://www.youtube.com/watch?v=T8qa7e4eRfI,
,337ebac4-b0b2-11ec-aee4-6b10e4a83876,Ramdev Ritu Heights - Mira Road East,Shree Ramdev Ritu Developers,Mumbai,TRUE,Inactive,31 Mar 2022,,
,f9abf704-b0ab-11ec-97b9-cb70fe2022a2,Arham Vardham - Chembur,Mahavir Enterprises,Mumbai,TRUE,Active,31 Mar 2022,,
,9bc0a970-b0a9-11ec-aed3-2f0488428aec,Unique Vistas - Thane West,Shree Developers,Mumbai,TRUE,Inactive,31 Mar 2022,,
,8c45de6e-b0a6-11ec-9da3-cf4b3727ea9c,Canvas & Cove - Hosur Main Road,Assetz Property Group,Bengaluru,TRUE,Active,31 Mar 2022,,
,3f734132-b0a4-11ec-953c-273b9ec2daf7,Earth & Essence Plots - Hosahalli,Assetz Property Group,Bengaluru,TRUE,Active,31 Mar 2022,,
,7bfb4304-b1c4-11ec-b955-27997fcc6e71,JR Urbania - Chandapura Anekal,JR Housing Developers Pvt Ltd,Bengaluru,TRUE,Active,1 Apr 2022,,
,972a58cc-b1bf-11ec-957a-279a372953a4,Belantara - Rasayani,Today Royal Infra,Mumbai,TRUE,Active,1 Apr 2022,https://youtu.be/Z7DE26R9mz4,
,7f98ff68-b1bc-11ec-ae47-a736d3609f2d,Bluejay Uttar - Devanahalli,Bluejay Enterprises  PVT LTD,Bengaluru,TRUE,Active,1 Apr 2022,,
,33138b66-b1b9-11ec-9e70-0f38d7908f10,VSL Srinidhi Greenage - Sarjapur Road                        ,VSL Srinidhi Developers,Bengaluru,TRUE,Active,1 Apr 2022,https://youtu.be/5YGtZLgAEzc,
,88a27e3a-b186-11ec-be39-a3c4228dbcbd,Regal Square - Thane Bhiwandi Kalyan Road,Square Feet Group ,Mumbai,TRUE,Active,1 Apr 2022,,
,04bfb3e2-b408-11ec-840f-ffa49ddde7a8,Blossom Residency - Vile Parle East,HF Realty,Mumbai,TRUE,Active,4 Apr 2022,,
,3be92f9c-b4d5-11ec-916a-53bf32afbd0f,Zenica at Ajmera Exotica - Wagholi,Gopinath Developers LLP,Pune,TRUE,Active,5 Apr 2022,,
,4f88345a-b4d3-11ec-a447-1b1c448c18b6,Amore Edge - Khar West,G.M.Heights LLP,Mumbai,TRUE,Active,5 Apr 2022,,
,1fe0cce4-b4d3-11ec-8ce4-fb22e48e0443,Amore Edge - Khar West,G.M.Heights LLP,Mumbai,,Inactive,5 Apr 2022,,
,cb5ceffe-b4cd-11ec-8b47-c73f96a78631,Green Boulevard - Sarjapura Road,21st Castle Ventures Private Limited,Bengaluru,TRUE,Active,5 Apr 2022,,
,dd48763a-b4b8-11ec-8824-bff51e2c960e,Earth & Essence Row Houses - Hosahalli,Assetz Property Group,Bengaluru,TRUE,Active,5 Apr 2022,,
,3c5f7540-b4ac-11ec-880f-670a59e14097,Regency Plaza - Neral East,Akshar Developers				,Mumbai,TRUE,Active,5 Apr 2022,,
,d619ef46-b4aa-11ec-ab85-cba3d5569806,Poonam Imperia - Vasai East,Poonam Skyline Construction,Mumbai,TRUE,Active,5 Apr 2022,,
,2d48488c-b4a9-11ec-91c9-9f69296df8ef,Aaradhya Appartment - Virar East		,Om Vastu Developers,Mumbai,TRUE,Inactive,5 Apr 2022,,
,c1851c82-b580-11ec-b3d7-f35616523627,Aksha Ambar - Moshi,Aksha Group,Pune,TRUE,Inactive,6 Apr 2022,,
,bc9c41c0-b655-11ec-9ea3-8b39af867109,Dosti Nest - Thane West,Dosti Realty,Mumbai,TRUE,Inactive,7 Apr 2022,,
,f82ecb7c-b63c-11ec-98d7-d3864df69790,Kailash Homes - Kalyan West,Shree Laxmi Enterprises,Mumbai,TRUE,Inactive,7 Apr 2022,,
,ea7d8bc6-b637-11ec-a90e-6bfc0ed2191f,You 57 - Hinjewadi,Sanas Developers Pvt Ltd,Pune,TRUE,Active,7 Apr 2022,,
,8b06a5b2-b635-11ec-b4a8-474851b41d23,Kesar High Street - Moshi		,Kasata Properties				,Pune,TRUE,Active,7 Apr 2022,,
,2b2b44f6-b633-11ec-88a0-1f7eda24932b,Metro Majestic - Thane West, Nakshatra Group,Mumbai,TRUE,Inactive,7 Apr 2022,,
,b4222a7a-b630-11ec-91c7-2b3b692b4ffb,Shiv Sai Krupa - Ambernath East,Shree Sai Infra,Mumbai,TRUE,Inactive,7 Apr 2022,,
,ec759f0a-b72b-11ec-a8bc-a3c016cf3324,Sikandar Apartments - Kondhwa Khurd,Radhika Developers Pvt. Ltd,Pune,TRUE,Active,8 Apr 2022,,
,5204b168-b726-11ec-b8b2-235424732b63,Panchratna - Dadar East,Matrubhoomi Developers,Mumbai,TRUE,Active,8 Apr 2022,,
,8acd4f16-b724-11ec-9a26-37b9c9183265,Vardhman Garden - Thane West,Vardhman Developers,Mumbai,,Inactive,8 Apr 2022,,
,b4a8980c-b721-11ec-9861-bf2931955a80,Hillcrest - Andheri East,Hillcrest Joint Venture,Mumbai,TRUE,Active,8 Apr 2022,,
,a00e07e8-b716-11ec-9a08-97f8ac4516f4,Bramha SkyCity - Dhanori,  Bramha Realty & Infrastructure,Pune,TRUE,Active,8 Apr 2022,,
,680bc25e-b711-11ec-8f0e-23bc89c7bcb9,Nandi Citadel - Off Bannerghatta Road,Nandi Housing,Bengaluru,TRUE,Active,8 Apr 2022,,
,a12ee450-b7e1-11ec-80b0-bb7210967211,V-AXIS - Wagholi,Vikas Buildcon				,Pune,TRUE,Active,9 Apr 2022,,
,ed8fd8d8-b7df-11ec-b6cc-bf6a201eff89,The Address - Aundh Baner Link Road,"Primespace Realty Group , Pride, Naiknavare",Pune,TRUE,Active,9 Apr 2022,,
,0c3800fa-b7de-11ec-aff3-a7139644810f,Kakkad Madhukosh - Balewadi,kakkad Group,Pune,TRUE,Active,9 Apr 2022,,
,179b1e64-b7c0-11ec-9a32-57c45cf61257,Shivom Enclave  - Santacruz East,Megaj Realtors Pvt Ltd,Mumbai,TRUE,Active,9 Apr 2022,,
,4522ff36-b7bc-11ec-bb16-5b5beaebf20c,Aksha Swapnalok - Moshi,Aksha Group,Pune,TRUE,Inactive,9 Apr 2022,,
,13f3e6ac-b7ba-11ec-a194-4726c405afab,Vardhaman Township - Hadapsar,Subhash Builders,Pune,TRUE,Inactive,9 Apr 2022,,
,5ba19aa0-b7b8-11ec-9a24-6384fb306ed0,Pankaj Aasmaan - Lohegaon							,Pankaj Developer,Pune,TRUE,Active,9 Apr 2022,,
,8c813738-d21c-11ec-b2a9-53c2f0fc23ed,Samrin Heritage - Thane West,Samrin Group,Mumbai,TRUE,Active,12 May 2022,https://youtu.be/4erb6FbeEsw,
,5b15483c-b977-11ec-9a38-cb5432454890,Sukh Shanti Niwas - Karjat East,Rachana Value Homes Pvt Ltd,Mumbai,TRUE,Active,11 Apr 2022,,
,9433a2e4-b972-11ec-8bb7-fbfe795263b0,Om Shree Ashtavinayak Complex - Virar East,Assets Infrastructures Co				,Mumbai,,Inactive,11 Apr 2022,,
,c09ccdbc-ba6f-11ec-9952-076b24666c8a,Aksha Vrundavan - Moshi,Aksha Group,Pune,TRUE,Inactive,12 Apr 2022,,
,0ada7e72-ba6d-11ec-a0c9-0fd429058c3d,Allure One - KR Puram,Allure Ventures LLP,Bengaluru,TRUE,Active,12 Apr 2022,,
,bdaeb2a8-bb34-11ec-87f7-9b1b2da03934,Shaligram Pavillia - Gahunje,Shaligram Realty LLP,Pune,TRUE,Active,13 Apr 2022,,
,4c63cc2e-bb10-11ec-82da-43230bbf0d6e,Renaissance Royal - Neral,Shree Sharada Infrastructures,Mumbai,TRUE,Active,13 Apr 2022,,
,3fc6dbc6-bbfd-11ec-a011-874aeb48d2ee,Greens - Cypress - MN,AMJ Land Developers,Pune,TRUE,Active,14 Apr 2022,,
,fbca29aa-bbf2-11ec-bbd8-3bcde9765be3,Bramha SkyUzuri - Pimpri,Bramha Liesures Pvt.Ltd,Pune,TRUE,Active,14 Apr 2022,,
,de145aa2-bbed-11ec-8894-f7a77a1db9e2,Aishwaryam Hamara - Chikhali,Sai Essen Developers				,Pune,TRUE,Active,14 Apr 2022,,
,cc636c9e-bbe3-11ec-99d3-5b816617f4db,Ashtha Heights - Goregaon West,Town Developers,Mumbai,TRUE,Active,14 Apr 2022,,
,d594571a-bbd4-11ec-9d0f-a30ad37cbf08,Continental Heights - Mazgaon			,Sarah housing development pvt ltd,Mumbai,TRUE,Active,14 Apr 2022,,
,cca6a990-bbc6-11ec-9aea-db8f0b2152a5,Sumit Atulyam - Matunga West,Sumit Matunga Builders Private Limited,Mumbai,TRUE,Active,14 Apr 2022,,
,521a7cb8-bbc3-11ec-a855-c71b895be5d7,Sneh Serene - Dombivali West,Sneh Group,Mumbai,TRUE,Active,14 Apr 2022,,
,c4c96da8-bbc0-11ec-b29f-ab19cb38f95d,Dynamic Crest - Dombivali,Sneh Group,Mumbai,TRUE,Inactive,14 Apr 2022,,
,d0d8b590-bbbb-11ec-8b10-9f5ea30f5911,Amantra - Kalyan,Tata Realty and Infrastructure Limited,Mumbai,TRUE,Active,14 Apr 2022,,
,f859430a-bcba-11ec-a838-1716c2a52094,Nyati Exuberance I - Undri,Nyati Group,Pune,TRUE,Active,15 Apr 2022,,
,e2cfc3e6-bc7a-11ec-b573-ab7de4a16b30,Celebrity Prime Eco Front - Jigani,Celebrity Prime Developers,Bengaluru,TRUE,Active,15 Apr 2022,,
,6b823464-bc79-11ec-9818-ff7746adfa4a,Emmay Environs Pride - Whitefield,Emmay Environs,Bengaluru,TRUE,Active,15 Apr 2022,https://youtu.be/V9I-4wAQAl0,
,8d8f76f4-bc77-11ec-b757-5bc492ac61c5,Evershine Northeast Apartments - Hosa Road,Evershinde Dwellings Pvt Ltd				,Bengaluru,TRUE,Active,15 Apr 2022,,
,83cfd5fe-bd63-11ec-8c53-df08149d1be6,Nakshatra Phase 2 - Pirangut,Krishnaraj Developers,Pune,TRUE,Inactive,16 Apr 2022,,
,1281a7ac-bf15-11ec-82c3-031d2ea5a633,MVN Aero One - Devanahalli,MVN Group,Bengaluru,TRUE,Active,18 Apr 2022,,
,b37b0568-bfd3-11ec-9751-e7e2b233cbe3,9PBR,Mistry Construction Company Pvt. Ltd. (MCCPL),Mumbai,TRUE,Active,19 Apr 2022,,
,ab8a9b52-bfa1-11ec-91db-0b0fa3cd654d,Horizon - Moshi,Pinnacle Properties,Pune,TRUE,Active,19 Apr 2022,,
,61fb056e-bf9f-11ec-9c3b-8f716a29a0a1,Sun Radiant - Kondhwa,Mittal Brothers Pvt Ltd,Pune,TRUE,Active,19 Apr 2022,,
,48500cac-bf9c-11ec-b6ce-bb43ccb1ee96,Balaji World - Vashi,Balaji World,Mumbai,TRUE,Active,19 Apr 2022,,
,bdc5fb36-bf97-11ec-b086-5f20c456cad5,IFB Eastwood - Hoskote,Industech Estates LLP,Bengaluru,TRUE,Active,19 Apr 2022,,
,92c71fe8-bf95-11ec-b6c1-8b78fa079194,Cornerstone Akhinta Residences - BTM Layout,Akhinta Enterprises Private Limited,Bengaluru,TRUE,Active,19 Apr 2022,,
,299c3804-c08b-11ec-a930-93d502bb1185,Aksha Elegance - Chikhali,Aksha Group,Pune,TRUE,Inactive,20 Apr 2022,,
,c9478af0-c088-11ec-aed1-8fa646dbef04,66 Avenue - Pimpri Chinchwad,RR Lunkad,Pune,TRUE,Active,20 Apr 2022,,
,8962a0f8-c085-11ec-ab3f-df8e67d6e4cd,7 Business Square - Ganeshkhind Road,Naiknavare Developers,Pune,TRUE,Active,20 Apr 2022,,
,f792d5ce-c081-11ec-b567-eb30aa5542d5,Neelaya - Talegaon,Naiknavare Developers,Pune,TRUE,Active,20 Apr 2022,,
,683024b0-c07a-11ec-aebd-6b23aaad6843,Orville Buisness Port - Viman Nagar,Siddhesh Promoters & Developers,Pune,TRUE,Active,20 Apr 2022,,
,0fcb6fa0-c075-11ec-9a52-439c4f704286,Neel Sai Ganga - Panvel East,Neel Builders & Developers,Mumbai,TRUE,Inactive,20 Apr 2022,,
,29e0b07c-c06a-11ec-a475-9fb648914bae,Amulyam - Panvel,Space India Builders & Developers,Mumbai,TRUE,Inactive,20 Apr 2022,,
,583b5dda-c067-11ec-8316-53fa8146faad,Plutonium Business Park - Turbhe,Plutonium Group,Mumbai,TRUE,Active,20 Apr 2022,https://youtu.be/6Au_oQAYlO4,
,462de406-c061-11ec-b632-6bec2e78b26d,Sai Vivek - Ravet,Shree Sai Promoters And Builders,Pune,TRUE,Inactive,20 Apr 2022,,
,ee933dba-c05e-11ec-ae80-a3d63d5b3b12,Sarvoday Symphony - Thakurli East,Swastik Realtors,Mumbai,TRUE,Active,20 Apr 2022,https://youtu.be/VmSfC-DZow4,
,0a99652e-c05b-11ec-a615-c770d5854d39,Rahul Arcus - Baner,Rahul Construction,Pune,TRUE,Active,20 Apr 2022,,
,262ccff4-c058-11ec-ae74-a39de17d67d0,Allure-II - Ravet,GK Associates,Pune,TRUE,Active,20 Apr 2022,,
,d307a036-c16c-11ec-a01a-8bdc4449d844,Neel Ashima - Panvel,Neel Builders & Developers,Mumbai,TRUE,Inactive,21 Apr 2022,,
,d62fa122-c13b-11ec-a013-2345317bd1e2,DNR Spring Leaf - Koramangala,Dnr Corporation,Bengaluru,TRUE,Active,21 Apr 2022,,
,f89472f8-c139-11ec-9194-8b31eabfd02b,Vardhan Heights - Chembur West,Vardhan Group,Mumbai,TRUE,Active,21 Apr 2022,,
,450a790a-c137-11ec-92d0-3f82f4f85da7,DNR Casablanca - Mahadevapura,Dnr Corporation,Bengaluru,TRUE,Active,21 Apr 2022,,
,4b306c42-c135-11ec-9184-6ff8865e804b,Datta Ramanand - Vile Parle East,Disha Construction,Mumbai,,Inactive,21 Apr 2022,https://youtu.be/6Y97QHa9ZbE,
,4ed5fd00-c133-11ec-94e3-c319983db544,Bollineni Astra - Kogilu,Beekay Dreamlands Pvt Ltd,Bengaluru,TRUE,Active,21 Apr 2022,,
,d4f701c8-c236-11ec-9ee4-0b238b931e82,Codename Pehla Ghar - Taloja,Unimax,Mumbai,TRUE,Inactive,22 Apr 2022,,
,f99b0a98-c2fd-11ec-b9b8-4f22e983e741,Gr Samskruthi - Sarjapura,Gr Constructions,Bengaluru,TRUE,Active,23 Apr 2022,,
,8c91b8f8-c2d9-11ec-a90a-bb230f88d31a,Ratan Heritage - Jogeshwari East,Nexus Builders & Developers,Mumbai,TRUE,Active,23 Apr 2022,,
,05f754da-c2c3-11ec-aa19-1bbef182436b,Zen County - Pali Khopoli Road,Zen County,Mumbai,TRUE,Active,23 Apr 2022,,
,95eeff28-c2c0-11ec-bc53-b7897c335e5c,Bhattad Sankalp - Bhuleshwar,Rm Bhuther & Co. Developers Pvt.Ltd ,Mumbai,TRUE,Active,23 Apr 2022,,
,405fc17a-c2be-11ec-b9a9-079c3869571b,High Cliff - Panathuru ,Hiren Wahen Buildtech,Bengaluru,TRUE,Active,23 Apr 2022,,
,847f21ca-c390-11ec-a216-f7424e7ba534,Omkar Shubhangi - Mulund East,Omkaar Group,Mumbai,TRUE,Inactive,24 Apr 2022,,
,b8a89f60-c38d-11ec-8b33-c7da87425a97,Prestige Golfshire - Nandi Hills,Prestige Group,Bengaluru,TRUE,Active,24 Apr 2022,,
,6ede7d2c-c389-11ec-bec5-5b11b389b4fa,Prestige Finsbury Park - Hyde - Bagalur,Prestige Group,Bengaluru,TRUE,Active,24 Apr 2022,,
,633c6b70-c387-11ec-96ff-bf329602887b,Prestige Botanique - RV Road,Prestige Group,Bengaluru,TRUE,Active,24 Apr 2022,,
,38df795c-c383-11ec-b58a-ef0628d05f66,Prestige Deja vu - Promenade Road			,Prestige Group,Bengaluru,TRUE,Active,24 Apr 2022,,
,b04f3ef2-c381-11ec-acbf-df8b5affd385,Prestige Jindal City - Tumkur Road  	,Prestige Group,Bengaluru,TRUE,Active,24 Apr 2022,,
