Story_transaction_id,Story Id,Top Up Amount,Done By,Top Up Date,Story Name,Remarks,rid
3173,1492,50000,Abigale Cardoz ,2022-09-25 0:00:00,Shravanthi Palladium - Banshankari 6th Stage,First Wallet Recharge - ,1
3172,1491,100000,Abigale Cardoz ,2022-09-25 0:00:00,Laxmi Housing - Virar West,First Wallet Recharge - ,1
3171,1485,200000,Abigale Cardoz ,2022-09-24 0:00:00,Ruparel Panache - Santacruz West ,First Wallet Recharge - ,1
3170,1484,200000,Abigale Cardoz ,2022-09-24 0:00:00,Ruparel IRIS - Matunga ,First Wallet Recharge - ,1
3169,1483,200000,Abigale Cardoz ,2022-09-24 0:00:00,Ruparel Luminare - Dadar East,First Wallet Recharge - ,1
3165,1482,400000,Abigale Cardoz ,2022-09-24 0:00:00,"Paras Dews - Sector-106, Dwarka Expressway",First Wallet Recharge - 4L Wallet Created based on approval,1
3164,1481,40000,Abigale Cardoz ,2022-09-24 0:00:00,Citrus Zen Garden - Jakkur Road,First Wallet Recharge - ,1
3162,1480,30000,Abigale Cardoz ,2022-09-24 0:00:00,Citrus Earth Villa - Yelahanka,First Wallet Recharge - ,1
3161,1479,30000,Abigale Cardoz ,2022-09-24 0:00:00,Citrus Polaris - Hennur Road,First Wallet Recharge - ,1
3160,1478,50000,Abigale Cardoz ,2022-09-24 0:00:00,Laasya Eco Valley - Anekal-Thalli Road,First Wallet Recharge - ,1
3159,1477,50000,Abigale Cardoz ,2022-09-24 0:00:00,Laasya Mango Grove - Begur Koppa Road,First Wallet Recharge - ,1
3158,1476,50000,Abigale Cardoz ,2022-09-24 0:00:00,Laasya Pride - Electronic City,First Wallet Recharge - ,1
3151,1475,150000,Abigale Cardoz ,2022-09-24 0:00:00,Swanand Bliss - Ambernath East,First Wallet Recharge - ,1
3150,1474,50000,Abigale Cardoz ,2022-09-23 0:00:00,"Frontier Heights - Kasavanahalli, Hosa Road",First Wallet Recharge - ,1
3149,1473,250000,Abigale Cardoz ,2022-09-23 0:00:00,First Avenue - Malad West ,First Wallet Recharge - ,1
3148,1472,100000,Abigale Cardoz ,2022-09-23 0:00:00,OM Enclave - Kalyan West,First Wallet Recharge - ,1
3147,1471,50000,Abigale Cardoz ,2022-09-23 0:00:00,The Air - Chattarpur,First Wallet Recharge - ,1
3134,1470,100000,Abigale Cardoz ,2022-09-23 0:00:00,Srushti Raj Siddhi - Tilak Nagar,First Wallet Recharge - ,1
3132,1468,100000,Abigale Cardoz ,2022-09-22 0:00:00,Arihant Towers - Lower Parel,First Wallet Recharge - ,1
3124,1467,100000,Abigale Cardoz ,2022-09-21 0:00:00,Madhav Vatika - Palghar East ,First Wallet Recharge - 1L Transferred from Sai Mangalam,1
3121,1466,200000,Abigale Cardoz ,2022-09-21 0:00:00,Space Residence II - Mira Road East,First Wallet Recharge - ,1
3120,1465,500000,Abigale Cardoz ,2022-09-20 0:00:00,Engrace - Sompura Gate ,First Wallet Recharge - ,1
3125,1464,-100000,Abigale Cardoz ,2022-09-21 0:00:00,Sai Mangalam - Virar West ,Other - 1L Transferred to Madhav Vatika,2
3119,1464,200000,Abigale Cardoz ,2022-09-20 0:00:00,Sai Mangalam - Virar West ,First Wallet Recharge - ,1
3118,1463,100000,Abigale Cardoz ,2022-09-20 0:00:00,Parijat Heights - Nallasopara West,First Wallet Recharge - ,1
3117,1462,100000,Abigale Cardoz ,2022-09-20 0:00:00,K J Towers - Warje,First Wallet Recharge - ,1
3114,1458,50000,Abigale Cardoz ,2022-09-19 0:00:00,Future Sky - Panel West ,First Wallet Recharge - 50K Transferred from Swastik Towers,1
3111,1457,50000,Abigale Cardoz ,2022-09-18 0:00:00,83 Avenue - Sector 83,First Wallet Recharge - ,1
3146,1456,75000,Abigale Cardoz ,2022-09-23 0:00:00,18 & Oak - Off Sarjapur Attibele road,Top-up From Developer - ,2
3108,1456,10000,Abigale Cardoz ,2022-09-17 0:00:00,18 & Oak - Off Sarjapur Attibele road,First Wallet Recharge  - 10k Transferred from Soho & Sky ,1
3137,1455,100000,Abigale Cardoz ,2022-09-23 0:00:00,Assetz Marq - Whitefield,Top-up From Developer - ,2
3102,1455,10000,Abigale Cardoz ,2022-09-17 0:00:00,Assetz Marq - Whitefield,First Wallet Recharge  - 10k Transferred from Soho & Sky,1
3145,1454,75000,Abigale Cardoz ,2022-09-23 0:00:00,22 & Crest - Mahalakshmi Layout,Top-up From Developer - ,2
3101,1454,10000,Abigale Cardoz ,2022-09-17 0:00:00,22 & Crest - Mahalakshmi Layout,First Wallet Recharge  - 10k Transferred from Canvas & Cove,1
3144,1453,100000,Abigale Cardoz ,2022-09-23 0:00:00,Sun & Sanctum - KR Puram,Top-up From Developer - ,2
3100,1453,10000,Abigale Cardoz ,2022-09-17 0:00:00,Sun & Sanctum - KR Puram,First Wallet Recharge  - 10k Transferred from Canvas & Cove,1
3142,1452,75000,Abigale Cardoz ,2022-09-23 0:00:00,Soul & Soil  - Hennur Road,Top-up From Developer - ,2
3099,1452,10000,Abigale Cardoz ,2022-09-17 0:00:00,Soul & Soil  - Hennur Road,First Wallet Recharge  - Transferred from Earth & Essence Plots ,1
3138,1451,100000,Abigale Cardoz ,2022-09-23 0:00:00,63 Degree East - Off Sarjapur Road,Top-up From Developer - ,2
3098,1451,10000,Abigale Cardoz ,2022-09-17 0:00:00,63 Degree East - Off Sarjapur Road,First Wallet Recharge  - Transferred from Earth and Essence Row Houses ,1
3096,1450,500000,Abigale Cardoz ,2022-09-16 0:00:00,Sugee Shraddha - Dadar West,First Wallet Recharge - ,1
3095,1449,300000,Abigale Cardoz ,2022-09-16 0:00:00,Shivdooti Residency - Kalyan ,First Wallet Recharge - ,1
3094,1448,500000,Abigale Cardoz ,2022-09-16 0:00:00,Dosti Mezzo 22 - Sion East ,First Wallet Recharge - ,1
3093,1447,1000000,Abigale Cardoz ,2022-09-15 0:00:00,Saarrthi Codename 1873 - Balewadi,First Wallet Recharge - ,1
3092,1446,180000,Abigale Cardoz ,2022-09-15 0:00:00,Rodium Xline - Kandivali West,First Wallet Recharge - ,1
3091,1445,100000,Abigale Cardoz ,2022-09-15 0:00:00,Dignity Divine - Wadala ,First Wallet Recharge - ,1
3090,1444,200000,Abigale Cardoz ,2022-09-15 0:00:00,Krishna Dham - Badlapur,First Wallet Recharge - ,1
3089,1443,100000,Abigale Cardoz ,2022-09-15 0:00:00,Deccan Habitat  - Yeswanthpur,First Wallet Recharge - ,1
3088,1442,50000,Abigale Cardoz ,2022-09-15 0:00:00,Rohan Anand - Somatane Phata,First Wallet Recharge  - 50k transferred from Rohan Ananta - Tathawade,1
3087,1441,100000,Abigale Cardoz ,2022-09-15 0:00:00,Bramhacorp Townhouse - Balewadi,First Wallet Recharge - ,1
3086,1440,100000,Abigale Cardoz ,2022-09-15 0:00:00,Majestique Memories  - Mohammedwadi,First Wallet Recharge - ,1
3085,1439,100000,Abigale Cardoz ,2022-09-15 0:00:00,Majestique Mrugavarsha - Dhayari,First Wallet Recharge - ,1
3084,1438,50000,Abigale Cardoz ,2022-09-15 0:00:00,Skr Gardens - Electronic City,First Wallet Recharge - ,1
3083,1437,150000,Abigale Cardoz ,2022-09-14 0:00:00,Vicinia - Powai ,First Wallet Recharge - 1.5L Transferred from Skyraa ,1
3082,1436,200000,Abigale Cardoz ,2022-09-14 0:00:00,Route 65 - Sector 65,First Wallet Recharge - ,1
3081,1435,200000,Abigale Cardoz ,2022-09-14 0:00:00,Arka Irish Grand - Chandapura,First Wallet Recharge - ,1
3080,1434,300000,Abigale Cardoz ,2022-09-14 0:00:00,Prithvi Presidio - Haveli,First Wallet Recharge - ,1
3079,1433,100000,Abigale Cardoz ,2022-09-14 0:00:00,Parinee Aria - Juhu,First Wallet Recharge - ,1
3078,1432,150000,Abigale Cardoz ,2022-09-14 0:00:00,93 East - Andheri East,First Wallet Recharge - ,1
3075,1431,500000,Abigale Cardoz ,2022-09-13 0:00:00,Devika Sadar Bazar - Dilli 6 ,First Wallet Recharge - ,1
3076,1430,100000,Abigale Cardoz ,2022-09-13 0:00:00,Sai Purab - Kalyan West,First Wallet Recharge - ,1
3077,1429,215000,Abigale Cardoz ,2022-09-13 0:00:00,Spt Silverwoods - Yelahanka,First Wallet Recharge - ,1
3074,1428,177000,Abigale Cardoz ,2022-09-13 0:00:00,Snehasparsh Residency - Moshi,First Wallet Recharge - ,1
3073,1427,15100,Abigale Cardoz ,2022-09-13 0:00:00,Codename 77 Crossroads - Ghatkopar,First Wallet Recharge  - 15100 Transferred from Codename Zen ,1
3071,1426,250000,Abigale Cardoz ,2022-09-13 0:00:00,Premier - Chembur East,First Wallet Recharge - ,1
3065,1425,500000,Abigale Cardoz ,2022-09-10 0:00:00,Dosti Eastern Bay - New Wadala ,First Wallet Recharge - Advance top up based on approval,1
3064,1424,100000,Abigale Cardoz ,2022-09-10 0:00:00,Boulevard Commerz - Sus,First Wallet Recharge - ,1
3060,1423,300000,Abigale Cardoz ,2022-09-09 0:00:00,Codename Zero - Dapodi ,First Wallet Recharge - ,1
3136,1422,100000,Abigale Cardoz ,2022-09-23 0:00:00,Soho & Sky - Jakkur,Top-up From Developer - ,4
3109,1422,-10000,Abigale Cardoz ,2022-09-17 0:00:00,Soho & Sky - Jakkur,Other - 10k Transferred to 18 & Oak,3
3107,1422,-10000,Abigale Cardoz ,2022-09-17 0:00:00,Soho & Sky - Jakkur,Other - 10k Transferred to Assetz Marq,2
3058,1422,40000,Abigale Cardoz ,2022-09-09 0:00:00,Soho & Sky - Jakkur,First Wallet Recharge - 40k Transferred from Earth & Essence Plots & Row Houses (20k each) ,1
3055,1421,500000,Abigale Cardoz ,2022-09-09 0:00:00,Unique Exotica - Dadar East ,First Wallet Recharge - ,1
3051,1420,200000,Abigale Cardoz ,2022-09-09 0:00:00,Konig Orange County - Whitefield,First Wallet Recharge - ,1
3050,1419,100000,Abigale Cardoz ,2022-09-09 0:00:00,Elitas - Kothrud,First Wallet Recharge - ,1
3049,1418,500000,Abigale Cardoz ,2022-09-09 0:00:00,Vishwa Sangam - Ghatkopar East,First Wallet Recharge - ,1
3047,1417,500000,Abigale Cardoz ,2022-09-09 0:00:00,Northern Lights Skyraa - Thane West ,First Wallet Recharge - ,1
3046,1416,100000,Abigale Cardoz ,2022-09-09 0:00:00,Omkar Planet - Nerul ,First Wallet Recharge - ,1
3045,1415,100000,Abigale Cardoz ,2022-09-09 0:00:00,Neelkanth Luxuria - Taloja,First Wallet Recharge - ,1
3044,1414,275000,Abigale Cardoz ,2022-09-09 0:00:00, Svamitva Terravana - Kanakapura Road,First Wallet Recharge - ,1
3043,1413,275000,Abigale Cardoz ,2022-09-09 0:00:00,Svamitva Emerald Square - Hosur Road ,First Wallet Recharge - ,1
3042,1412,166666,Abigale Cardoz ,2022-09-09 0:00:00,Svamitva Floresta - Kanakapura Road,First Wallet Recharge - ,1
3041,1411,100000,Abigale Cardoz ,2022-09-08 0:00:00,Swojas One  - Kothrud,First Wallet Recharge - ,1
3040,1410,118000,Abigale Cardoz ,2022-09-08 0:00:00,Ambrosia Alley - Hadapsar,First Wallet Recharge - ,1
3039,1409,300000,Abigale Cardoz ,2022-09-08 0:00:00,The Address - Moshi,First Wallet Recharge - ,1
3038,1408,100000,Abigale Cardoz ,2022-09-08 0:00:00,Ansal Versalia - Sector 67a,First Wallet Recharge - ,1
3037,1407,200000,Abigale Cardoz ,2022-09-08 0:00:00,KK Mangalam Emerald - Rahatani,First Wallet Recharge - ,1
3036,1406,500000,Abigale Cardoz ,2022-09-08 0:00:00,Green Hive Plus - Fursungi,First Wallet Recharge - ,1
3034,1402,200000,Abigale Cardoz ,2022-09-07 0:00:00,Needs3 Project 276 - Bannerghatta Road,First Wallet Recharge - ,1
2740,1399,100000,Abigale Cardoz ,2022-09-06 0:00:00,Maithili Square - Kiwale,First Wallet Recharge - ,1
2739,1398,100000,Abigale Cardoz ,2022-09-06 0:00:00,Blue Paradise - Baner Aundh Link Road,First Wallet Recharge - ,1
2738,1397,100000,Abigale Cardoz ,2022-09-06 0:00:00,Polaris - Prabhat Road,First Wallet Recharge - ,1
2737,1396,100000,Abigale Cardoz ,2022-09-06 0:00:00,Vinayak Sankul - Karjat ,First Wallet Recharge - ,1
2736,1395,100000,Abigale Cardoz ,2022-09-06 0:00:00,Pine View - Badlapur ,First Wallet Recharge - ,1
2735,1394,100000,Abigale Cardoz ,2022-09-06 0:00:00,Splendour Greens - Kondhwa,First Wallet Recharge - ,1
2734,1393,50000,Abigale Cardoz ,2022-09-06 0:00:00,Press Enclave - Borivali East ,First Wallet Recharge - ,1
2733,1392,200000,Abigale Cardoz ,2022-09-06 0:00:00,Velentine Apartment 1 Wing D - Malad East ,First Wallet Recharge - ,1
2732,1391,500000,Abigale Cardoz ,2022-09-06 0:00:00,Nirvaana Residency - Karjat,First Wallet Recharge - ,1
2731,1390,300000,Abigale Cardoz ,2022-09-06 0:00:00,Shelter Heights - Vasai West,First Wallet Recharge - ,1
3048,1389,500000,Abigale Cardoz ,2022-09-09 0:00:00,Peacock County - Alwar,First Wallet Recharge - ,1
2547,1388,50000,Abigale Cardoz ,2022-09-03 0:00:00,Suyogg Serenity -  Mathikere,First Wallet Recharge - ,1
2524,1387,100000,Abigale Cardoz ,2022-09-03 0:00:00,The Legend - Hinjewadi,First Wallet Recharge - ,1
2473,1386,100000,Abigale Cardoz ,2022-09-03 0:00:00,Suvarna Nagari - Charoli,First Wallet Recharge - ,1
2472,1385,100000,Abigale Cardoz ,2022-09-03 0:00:00,Shubh Gateway - Viman Nagar,First Wallet Recharge - ,1
2471,1384,9000,Abigale Cardoz ,2022-09-03 0:00:00,Bhumi Canterbury Meadows - Doddaballapura,First Wallet Recharge - ,1
2470,1383,100000,Abigale Cardoz ,2022-09-03 0:00:00,Dukes Legend Sujay - Devanahalli ,First Wallet Recharge - ,1
2419,1382,35000,Abigale Cardoz ,2022-09-02 0:00:00,Millennium City - Badlapur,First Wallet Recharge - ,1
2418,1381,35000,Abigale Cardoz ,2022-09-02 0:00:00,Tharwani Ariana - Ambernath,First Wallet Recharge - ,1
2413,1380,100000,Abigale Cardoz ,2022-09-02 0:00:00,Imperial Crown - Rasayani - Panvel,First Wallet Recharge - ,1
2412,1379,100000,Abigale Cardoz ,2022-09-02 0:00:00,Terraform Dwarka - Ghatkopar East,First Wallet Recharge - ,1
2411,1378,200000,Abigale Cardoz ,2022-09-02 0:00:00,Solitaire Business Hub - Bibvewadi ,First Wallet Recharge - ,1
2410,1377,100000,Abigale Cardoz ,2022-09-02 0:00:00,Maha Trade Market - Bibvewadi,First Wallet Recharge - ,1
2409,1376,500000,Abigale Cardoz ,2022-09-02 0:00:00,Spectrum Properties - Kharadi,First Wallet Recharge - ,1
2408,1375,200000,Abigale Cardoz ,2022-09-01 0:00:00,Subram Jade Gardens - Nagasandra,First Wallet Recharge - ,1
2407,1374,25000,Abigale Cardoz ,2022-09-01 0:00:00,Dsr RR Avenues - Yelahanka New Town,First Wallet Recharge - ,1
2406,1373,100000,Abigale Cardoz ,2022-09-01 0:00:00,Laxmi-Krupa - Kothrud,First Wallet Recharge - ,1
2405,1372,100000,Abigale Cardoz ,2022-09-01 0:00:00,Saleel 16 - 21 - Parvati,First Wallet Recharge - ,1
2404,1371,100000,Abigale Cardoz ,2022-09-01 0:00:00,Shubh Nirvana - Viman Nagar,First Wallet Recharge - ,1
2403,1370,500000,Abigale Cardoz ,2022-09-01 0:00:00,Kenorita Jewels - Goregaon West,First Wallet Recharge - ,1
2402,1369,270000,Abigale Cardoz ,2022-09-01 0:00:00,Arcade - Andheri West ,First Wallet Recharge - ,1
2401,1368,500000,Abigale Cardoz ,2022-09-01 0:00:00,Solitaire 70 - Sector 70,First Wallet Recharge - ,1
2397,1367,100000,Abigale Cardoz ,2022-08-30 0:00:00,Codename Superb - Vikhroli East,First Wallet Recharge - ,1
2395,1366,118000,Abigale Cardoz ,2022-08-29 0:00:00,Onella Landscape - Yewalewadi,First Wallet Recharge - ,1
2394,1365,50000,Abigale Cardoz ,2022-08-29 0:00:00,Sundew Zrika - Jakkur ,First Wallet Recharge - ,1
2393,1364,200000,Abigale Cardoz ,2022-08-29 0:00:00,Sri Krishna Residency - JP Nagar ,First Wallet Recharge - ,1
2392,1363,150000,Abigale Cardoz ,2022-08-29 0:00:00,Sanghvi Nesta - Thane West,First Wallet Recharge - ,1
2909,1362,6000,Abigale Cardoz ,2022-09-06 0:00:00,Zynergy - Chembur,Others - Based on Approval,2
2386,1362,100000,Abigale Cardoz ,2022-08-27 0:00:00,Zynergy - Chembur,First Wallet Recharge - ,1
2385,1361,500000,Abigale Cardoz ,2022-08-27 0:00:00,World Trade Center - Faridabad,First Wallet Recharge - ,1
2384,1360,100000,Abigale Cardoz ,2022-08-27 0:00:00,LaMer Regency - Old Panvel ,First Wallet Recharge - ,1
2379,1359,100000,Abigale Cardoz ,2022-08-27 0:00:00,Sri Chowdeswari Badavane - Bagalur Road,First Wallet Recharge - ,1
2378,1358,100000,Abigale Cardoz ,2022-08-27 0:00:00,9 Sada Shiv - Sada Shiv Peth,First Wallet Recharge - ,1
2533,1357,16000,Abigale Cardoz ,2022-09-03 0:00:00,Crown Kolshet - Thane West,Others - Based on Approval,2
2364,1357,500000,Abigale Cardoz ,2022-08-26 0:00:00,Crown Kolshet - Thane West,First Wallet Recharge - ,1
2692,1356,2000,Abigale Cardoz ,2022-09-05 0:00:00,Lodha Upper Thane - Thane ,Others - Based on Approval,2
2363,1356,500000,Abigale Cardoz ,2022-08-26 0:00:00,Lodha Upper Thane - Thane ,First Wallet Recharge - ,1
2691,1355,1000,Abigale Cardoz ,2022-09-05 0:00:00,Lodha Limited Edition - Mulund East,Others - Based on Approval,2
2362,1355,500000,Abigale Cardoz ,2022-08-26 0:00:00,Lodha Limited Edition - Mulund East,First Wallet Recharge - ,1
2359,1354,100000,Abigale Cardoz ,2022-08-26 0:00:00,Rathi Osho Dhara Park - Asangaon East,First Wallet Recharge - ,1
2757,1353,11000,Abigale Cardoz ,2022-09-06 0:00:00,Nidan Empire - Nallasopara,Others - Based on Approval,2
2360,1353,100000,Abigale Cardoz ,2022-08-26 0:00:00,Nidan Empire - Nallasopara,First Wallet Recharge - ,1
2361,1352,75000,Abigale Cardoz ,2022-08-26 0:00:00,CrossWalk - Sector 93,First Wallet Recharge - ,1
2357,1351,100000,Abigale Cardoz ,2022-08-25 0:00:00,Chanakya - Dombivli East,First Wallet Recharge - ,1
2355,1350,100000,Abigale Cardoz ,2022-08-25 0:00:00,Aaiji Crystal - Vishrantwadi,First Wallet Recharge - ,1
2354,1349,100000,Abigale Cardoz ,2022-08-25 0:00:00,Ivy Homes - Whitefield,First Wallet Recharge - ,1
2460,1348,7000,Abigale Cardoz ,2022-09-03 0:00:00,Ambience Creacions - Sector 22,Others - Based on Approval,2
2353,1348,500000,Abigale Cardoz ,2022-08-25 0:00:00,Ambience Creacions - Sector 22,First Wallet Recharge - ,1
2575,1347,15000,Abigale Cardoz ,2022-09-04 0:00:00,Empire Towers -  Goregaon East,Others - Based on Approval,2
2351,1347,50000,Abigale Cardoz ,2022-08-24 0:00:00,Empire Towers -  Goregaon East,First Wallet Recharge - ,1
2350,1346,93000,Abigale Cardoz ,2022-08-24 0:00:00,Utopia - Chikkaballapura         ,First Wallet Recharge - ,1
2742,1345,1000,Abigale Cardoz ,2022-09-06 0:00:00,Mont Vert Axis - Bavdhan,Others - Based on Approval,2
2349,1345,200000,Abigale Cardoz ,2022-08-24 0:00:00,Mont Vert Axis - Bavdhan,First Wallet Recharge - ,1
2348,1343,50000,Abigale Cardoz ,2022-08-23 0:00:00,Nirmitee Woods - Kothrud,First Wallet Recharge - ,1
2342,1342,100000,Abigale Cardoz ,2022-08-23 0:00:00,Menlo Delicia - Koregaon Park ,First Wallet Recharge - ,1
2356,1341,174000,Abigale Cardoz ,2022-08-25 0:00:00,Subha Ecostone  - Chandapura,First Wallet Recharge - ,1
2679,1340,6000,Abigale Cardoz ,2022-09-05 0:00:00,Aviro - Mohammadwadi,Others - Based on Approval,2
2341,1340,500000,Abigale Cardoz ,2022-08-23 0:00:00,Aviro - Mohammadwadi,First Wallet Recharge - ,1
2340,1339,500000,Abigale Cardoz ,2022-08-23 0:00:00,Krishna Anand - Kalyan East ,First Wallet Recharge - ,1
3019,1338,24000,Abigale Cardoz ,2022-09-06 0:00:00,The Nation - Sector 95,Others - Based on Approval,2
2339,1338,75000,Abigale Cardoz ,2022-08-23 0:00:00,The Nation - Sector 95,First Wallet Recharge,1
2338,1337,100000,Abigale Cardoz ,2022-08-23 0:00:00,Golden Van - Vangani West,First Wallet Recharge,1
2337,1336,100000,Abigale Cardoz ,2022-08-23 0:00:00,Neelkanth Valley II - Khopoli ,First Wallet Recharge,1
2336,1335,100000,Abigale Cardoz ,2022-08-23 0:00:00,Grand Vista - Sector-73,First Wallet Recharge,1
2333,1333,500000,Abigale Cardoz ,2022-08-22 0:00:00,Sapphire Bhoir Jewels - Dombivli West ,First Wallet Recharge,1
2490,1332,31000,Abigale Cardoz ,2022-09-03 0:00:00,Aswani Galaxy - Wakad,Others - Based on Approval,2
2313,1332,100000,Abigale Cardoz ,2022-08-21 0:00:00,Aswani Galaxy - Wakad,First Wallet Recharge,1
3022,1331,2000,Abigale Cardoz ,2022-09-06 0:00:00,The Vaidiki Signature - Kalyan,Others - Based on Approval,2
2310,1331,100000,Abigale Cardoz ,2022-08-20 0:00:00,The Vaidiki Signature - Kalyan,First Wallet Recharge,1
2377,1330,700000,Abigale Cardoz ,2022-08-27 0:00:00,Vista Meadows - Vikhroli East,First Wallet Recharge - ,1
2753,1329,17000,Abigale Cardoz ,2022-09-06 0:00:00,ND Garden - Navi Mumbai,Others - Based on Approval,2
2309,1329,100000,Abigale Cardoz ,2022-08-20 0:00:00,ND Garden - Navi Mumbai,First Wallet Recharge,1
2308,1328,100000,Abigale Cardoz ,2022-08-20 0:00:00,Prime Corner - Sector 99A,First Wallet Recharge,1
2592,1327,5000,Abigale Cardoz ,2022-09-04 0:00:00,Gardina By Kean - Santacruz East,Others - Based on Approval,2
2307,1327,100000,Abigale Cardoz ,2022-08-20 0:00:00,Gardina By Kean - Santacruz East,First Wallet Recharge,1
2464,1326,4000,Abigale Cardoz ,2022-09-03 0:00:00,Anant Tara - Kandivali West,Others - Based on Approval,2
2306,1326,100000,Abigale Cardoz ,2022-08-20 0:00:00,Anant Tara - Kandivali West,First Wallet Recharge,1
2305,1325,45000,Abigale Cardoz ,2022-08-19 0:00:00,Orchid Villa - Naigaon,First Wallet Recharge,1
2665,1324,2100,Abigale Cardoz ,2022-09-05 0:00:00,Kanak Residency - Kiwale,Others - Based on Approval,2
2304,1324,300000,Abigale Cardoz ,2022-08-19 0:00:00,Kanak Residency - Kiwale,First Wallet Recharge,1
2767,1323,2000,Abigale Cardoz ,2022-09-06 0:00:00,Omkar Swaroop Phase II - Ambegaon,Others - Based on Approval,2
2303,1323,100000,Abigale Cardoz ,2022-08-19 0:00:00,Omkar Swaroop Phase II - Ambegaon,First Wallet Recharge,1
2302,1322,200000,Abigale Cardoz ,2022-08-19 0:00:00,Udyam Bizcasa - Saswad,First Wallet Recharge,1
2643,1321,8000,Abigale Cardoz ,2022-09-05 0:00:00,Imperial Heights - Mira Road East,Others - Based on Approval,2
2301,1321,100000,Abigale Cardoz ,2022-08-19 0:00:00,Imperial Heights - Mira Road East,First Wallet Recharge,1
2300,1320,150000,Abigale Cardoz ,2022-08-19 0:00:00,Windsong - Matunga,First Wallet Recharge,1
2299,1319,100000,Abigale Cardoz ,2022-08-18 0:00:00,Ivory Tower - Bibwewadi,First Wallet Recharge,1
2482,1318,3000,Abigale Cardoz ,2022-09-03 0:00:00,Arunali - Kothrud,Others - Based on Approval,2
2298,1318,100000,Abigale Cardoz ,2022-08-18 0:00:00,Arunali - Kothrud,First Wallet Recharge,1
2297,1317,50000,Abigale Cardoz ,2022-08-18 0:00:00,Divine Euphoria - Kanakapura,First Wallet Recharge,1
2296,1316,50000,Abigale Cardoz ,2022-08-18 0:00:00,Anantara - Sakaleshpur,First Wallet Recharge,1
2295,1315,50000,Abigale Cardoz ,2022-08-18 0:00:00,Sirivana - Chikkaaballapur,First Wallet Recharge,1
2294,1314,250000,Abigale Cardoz ,2022-08-18 0:00:00,Bayvue - MarineLines East ,First Wallet Recharge,1
2293,1313,150000,Abigale Cardoz ,2022-08-18 0:00:00,Callisto - Sion East ,First Wallet Recharge,1
2612,1312,1000,Abigale Cardoz ,2022-09-04 0:00:00,Grandeur - Dongri,Others - Based on Approval,2
2292,1312,100000,Abigale Cardoz ,2022-08-18 0:00:00,Grandeur - Dongri,First Wallet Recharge,1
2291,1311,50000,Abigale Cardoz ,2022-08-18 0:00:00,Roshan One - Chakan,First Wallet Recharge,1
2290,1310,50000,Abigale Cardoz ,2022-08-18 0:00:00,Shravanthi Oakridge - Banshankari ,First Wallet Recharge,1
2906,1309,4000,Abigale Cardoz ,2022-09-06 0:00:00,Shravanthi Pragathi - Sarjapura Road,Others - Based on Approval,2
2288,1309,50000,Abigale Cardoz ,2022-08-18 0:00:00,Shravanthi Pragathi - Sarjapura Road,First Wallet Recharge,1
3122,1308,-39000,Vaibhav Shinde,2022-09-21 0:00:00,Star Roshan City - Palghar West ,Other - 39k Transfer to Star Era,3
2983,1308,10000,Abigale Cardoz ,2022-09-06 0:00:00,Star Roshan City - Palghar West ,Others - Based on Approval,2
2287,1308,50000,Abigale Cardoz ,2022-08-18 0:00:00,Star Roshan City - Palghar West ,First Wallet Recharge,1
3123,1307,39000,Vaibhav Shinde,2022-09-21 0:00:00,Star Era - Virar West,Top-up From Developer - 39K Transferred from Star Roshan,3
2981,1307,53000,Abigale Cardoz ,2022-09-06 0:00:00,Star Era - Virar West,Others - Based on Approval,2
2286,1307,50000,Abigale Cardoz ,2022-08-18 0:00:00,Star Era - Virar West,First Wallet Recharge,1
2285,1306,100000,Abigale Cardoz ,2022-08-18 0:00:00,The Auro - Lower Parel West ,First Wallet Recharge,1
2565,1305,4200,Abigale Cardoz ,2022-09-04 0:00:00,El Signora - Andheri West,Others - Based on Approval,2
2284,1305,100000,Abigale Cardoz ,2022-08-17 0:00:00,El Signora - Andheri West,First Wallet Recharge,1
2283,1303,50000,Abigale Cardoz ,2022-08-17 0:00:00,Bhiva Tower - Taloja,First Wallet Recharge,1
2926,1302,7000,Abigale Cardoz ,2022-09-06 0:00:00,Vidhi Group -  Dombivali East,Others - Based on Approval,2
2281,1302,100000,Abigale Cardoz ,2022-08-17 0:00:00,Vidhi Group -  Dombivali East,First Wallet Recharge,1
2634,1301,1000,Abigale Cardoz ,2022-09-05 0:00:00,Horizon - Mysore Road ,Others - Based on Approval,2
2273,1301,423729,Abigale Cardoz ,2022-08-17 0:00:00,Horizon - Mysore Road ,First Wallet Recharge,1
2423,1300,4000,Abigale Cardoz ,2022-09-02 0:00:00,2Getherments - K R Puram,Others - Based on Approval,2
2272,1300,50000,Abigale Cardoz ,2022-08-16 0:00:00,2Getherments - K R Puram,First Wallet Recharge,1
2451,1299,10000,Abigale Cardoz ,2022-09-03 0:00:00,Ajmera Arham - Malad West ,Others - Based on Approval,2
2271,1299,500000,Abigale Cardoz ,2022-08-16 0:00:00,Ajmera Arham - Malad West ,First Wallet Recharge,1
2265,1298,40000,Abigale Cardoz ,2022-08-16 0:00:00,Gulmohar Pink City - Ambernath East ,First Wallet Recharge,1
2381,1297,17000,Vaibhav Shinde,2022-08-27 0:00:00,Eden Heights - Whitefield,Top-up From Developer - 17K Transferred from Habitat Aura,2
2266,1297,15000,Abigale Cardoz ,2022-08-16 0:00:00,Eden Heights - Whitefield,First Wallet Recharge,1
