Story_transaction_id,Story Id,Top Up Amount,Done By,Top Up Date,Story Name,Remarks,rid
2554,901,2400,Abigale Cardoz ,2022-09-03 0:00:00,DS MAX Sukruth - Attibele Hobli,Others - Based on Approval,4
1735,901,600,Abigale Cardoz ,2022-08-03 0:00:00,DS MAX Sukruth - Attibele Hobli,Others - Based on Approval,3
1524,901,-50000,Vaibhav Shinde,2022-07-26 0:00:00,DS MAX Sukruth - Attibele Hobli,Other - Transfer to Shubham,2
806,901,100000,Vaibhav Shinde,2022-05-21 0:00:00,DS MAX Sukruth - Attibele Hobli,First Wallet Recharge,1
1903,900,2000,Abigale Cardoz ,2022-08-03 0:00:00,Nandadeep Residency - Neral,Others - Based on Approval,2
805,900,50000,Vaibhav Shinde,2022-05-21 0:00:00,Nandadeep Residency - Neral,First Wallet Recharge,1
2688,899,600,Abigale Cardoz ,2022-09-05 0:00:00,Liberty Square - Electronic City,Others - Based on Approval,3
1856,899,2400,Abigale Cardoz ,2022-08-03 0:00:00,Liberty Square - Electronic City,Others - Based on Approval,2
804,899,100000,Vaibhav Shinde,2022-05-21 0:00:00,Liberty Square - Electronic City,First Wallet Recharge,1
2485,898,1200,Abigale Cardoz ,2022-09-03 0:00:00,Ashish Narayana Row House - Whitefield,Others - Based on Approval,2
803,898,40000,Vaibhav Shinde,2022-05-21 0:00:00,Ashish Narayana Row House - Whitefield,First Wallet Recharge,1
802,897,100000,Vaibhav Shinde,2022-05-21 0:00:00,Dhiraan Urban Forest - Chandapura,First Wallet Recharge,1
1627,896,900,Abigale Cardoz ,2022-08-02 0:00:00,Aashrayaa Ecocity - Hoskote,Others - Based on Approval,2
801,896,50000,Vaibhav Shinde,2022-05-20 0:00:00,Aashrayaa Ecocity - Hoskote,First Wallet Recharge,1
1834,895,300,Abigale Cardoz ,2022-08-03 0:00:00,KLSR Elite Thunga - Yelanhanka,Others - Based on Approval,2
800,895,50000,Vaibhav Shinde,2022-05-20 0:00:00,KLSR Elite Thunga - Yelanhanka,First Wallet Recharge,1
955,894,50000,Vaibhav Shinde,2022-06-09 0:00:00,Hill View - Irigenahalli ,First Wallet Recharge,1
2682,893,27300,Abigale Cardoz ,2022-09-05 0:00:00,L. K. Damayanti - Taloja,Others - Based on Approval,4
